광역지자체,자치구,연월,주기,지표명,값,단위
서울,금천구,2025-07,반기,경제활동참가율 (％),62.3,
서울,금천구,2025-07,반기,고용률 (%),59.9,
서울,금천구,2025-07,반기,비경제활동인구 (천명),83,
서울,금천구,2025-07,반기,실업률 (％),3.8,
서울,금천구,2025-07,반기,실업자 (천명),5.2,
서울,금천구,2025-07,반기,취업자 (천명),131.8,
서울,금천구,2026-01,반기,15~64세 고용률 (%),69.5,
서울,금천구,2026-01,반기,15세이상인구 (천명),219.6,
서울,금천구,2026-01,반기,경제활동인구 (천명),140,
서울,금천구,2026-01,반기,경제활동참가율 (％),63.7,
서울,금천구,2026-01,반기,고용률 (%),60.2,
서울,금천구,2026-01,반기,비경제활동인구 (천명),79.6,
서울,금천구,2026-01,반기,실업률 (％),5.5,
서울,금천구,2026-01,반기,실업자 (천명),7.8,
서울,금천구,2026-01,반기,취업자 (천명),132.2,
서울,노원구,2021-01,반기,15~64세 고용률 (%),60.7,
서울,노원구,2021-01,반기,15세이상인구 (천명),450.8,
서울,노원구,2021-01,반기,경제활동인구 (천명),254.2,
서울,노원구,2021-01,반기,경제활동참가율 (％),56.4,
서울,노원구,2021-01,반기,고용률 (%),53.6,
서울,노원구,2021-01,반기,비경제활동인구 (천명),196.5,
서울,노원구,2021-01,반기,실업률 (％),4.9,
서울,노원구,2021-01,반기,실업자 (천명),12.6,
서울,노원구,2021-01,반기,취업자 (천명),241.7,
서울,노원구,2021-07,반기,15~64세 고용률 (%),62,
서울,노원구,2021-07,반기,15세이상인구 (천명),446.6,
서울,노원구,2021-07,반기,경제활동인구 (천명),251.2,
서울,노원구,2021-07,반기,경제활동참가율 (％),56.3,
서울,노원구,2021-07,반기,고용률 (%),54.2,
서울,노원구,2021-07,반기,비경제활동인구 (천명),195.3,
서울,노원구,2021-07,반기,실업률 (％),3.6,
서울,노원구,2021-07,반기,실업자 (천명),9,
서울,노원구,2021-07,반기,취업자 (천명),242.2,
서울,노원구,2022-01,반기,15~64세 고용률 (%),62.9,
서울,노원구,2022-01,반기,15세이상인구 (천명),443.6,
서울,노원구,2022-01,반기,경제활동인구 (천명),251.3,
서울,노원구,2022-01,반기,경제활동참가율 (％),56.7,
서울,노원구,2022-01,반기,고용률 (%),54.6,
서울,노원구,2022-01,반기,비경제활동인구 (천명),192.3,
서울,노원구,2022-01,반기,실업률 (％),3.6,
서울,노원구,2022-01,반기,실업자 (천명),9.1,
서울,노원구,2022-01,반기,취업자 (천명),242.2,
서울,노원구,2022-07,반기,15~64세 고용률 (%),64.7,
서울,노원구,2022-07,반기,15세이상인구 (천명),442.1,
서울,노원구,2022-07,반기,경제활동인구 (천명),259.2,
서울,노원구,2022-07,반기,경제활동참가율 (％),58.6,
서울,노원구,2022-07,반기,고용률 (%),56.5,
서울,노원구,2022-07,반기,비경제활동인구 (천명),182.9,
서울,노원구,2022-07,반기,실업률 (％),3.7,
서울,노원구,2022-07,반기,실업자 (천명),9.5,
서울,노원구,2022-07,반기,취업자 (천명),249.6,
서울,노원구,2023-01,반기,15~64세 고용률 (%),64.4,
서울,노원구,2023-01,반기,15세이상인구 (천명),441.4,
서울,노원구,2023-01,반기,경제활동인구 (천명),256.3,
서울,노원구,2023-01,반기,경제활동참가율 (％),58.1,
서울,노원구,2023-01,반기,고용률 (%),56,
서울,노원구,2023-01,반기,비경제활동인구 (천명),185.1,
서울,노원구,2023-01,반기,실업률 (％),3.5,
서울,노원구,2023-01,반기,실업자 (천명),8.9,
서울,노원구,2023-01,반기,취업자 (천명),247.3,
서울,노원구,2023-07,반기,15~64세 고용률 (%),66,
서울,노원구,2023-07,반기,15세이상인구 (천명),440.4,
서울,노원구,2023-07,반기,경제활동인구 (천명),261.2,
서울,노원구,2023-07,반기,경제활동참가율 (％),59.3,
서울,노원구,2023-07,반기,고용률 (%),57.3,
서울,노원구,2023-07,반기,비경제활동인구 (천명),179.1,
서울,노원구,2023-07,반기,실업률 (％),3.4,
서울,노원구,2023-07,반기,실업자 (천명),8.9,
서울,노원구,2023-07,반기,취업자 (천명),252.3,
서울,노원구,2024-01,반기,15~64세 고용률 (%),65.5,
서울,노원구,2024-01,반기,15세이상인구 (천명),439,
서울,노원구,2024-01,반기,경제활동인구 (천명),261.9,
서울,노원구,2024-01,반기,경제활동참가율 (％),59.7,
서울,노원구,2024-01,반기,고용률 (%),57,
서울,노원구,2024-01,반기,비경제활동인구 (천명),177.1,
서울,노원구,2024-01,반기,실업률 (％),4.5,
서울,노원구,2024-01,반기,실업자 (천명),11.8,
서울,노원구,2024-01,반기,취업자 (천명),250.1,
서울,노원구,2024-07,반기,15~64세 고용률 (%),65.1,
서울,노원구,2024-07,반기,15세이상인구 (천명),437.3,
서울,노원구,2024-07,반기,경제활동인구 (천명),252.5,
서울,노원구,2024-07,반기,경제활동참가율 (％),57.7,
서울,노원구,2024-07,반기,고용률 (%),56.2,
서울,노원구,2024-07,반기,비경제활동인구 (천명),184.8,
서울,노원구,2024-07,반기,실업률 (％),2.6,
서울,노원구,2024-07,반기,실업자 (천명),6.5,
서울,노원구,2024-07,반기,취업자 (천명),246,
서울,노원구,2025-01,반기,15~64세 고용률 (%),64.6,
서울,노원구,2025-01,반기,15세이상인구 (천명),433.9,
서울,노원구,2025-01,반기,경제활동인구 (천명),253.6,
서울,노원구,2025-01,반기,경제활동참가율 (％),58.4,
서울,노원구,2025-01,반기,고용률 (%),55.7,
서울,노원구,2025-01,반기,비경제활동인구 (천명),180.3,
서울,노원구,2025-01,반기,실업률 (％),4.7,
서울,노원구,2025-01,반기,실업자 (천명),11.9,
서울,노원구,2025-01,반기,취업자 (천명),241.7,
서울,노원구,2025-07,반기,15~64세 고용률 (%),65.6,
서울,노원구,2025-07,반기,15세이상인구 (천명),430,
서울,노원구,2025-07,반기,경제활동인구 (천명),250.9,
서울,노원구,2025-07,반기,경제활동참가율 (％),58.3,
서울,노원구,2025-07,반기,고용률 (%),56.4,
서울,노원구,2025-07,반기,비경제활동인구 (천명),179.1,
서울,노원구,2025-07,반기,실업률 (％),3.3,
서울,노원구,2025-07,반기,실업자 (천명),8.4,
서울,노원구,2025-07,반기,취업자 (천명),242.5,
서울,노원구,2026-01,반기,15~64세 고용률 (%),65.7,
서울,노원구,2026-01,반기,15세이상인구 (천명),428.4,
서울,노원구,2026-01,반기,경제활동인구 (천명),249.8,
서울,노원구,2026-01,반기,경제활동참가율 (％),58.3,
서울,노원구,2026-01,반기,고용률 (%),56.2,
서울,노원구,2026-01,반기,비경제활동인구 (천명),178.6,
서울,노원구,2026-01,반기,실업률 (％),3.6,
서울,노원구,2026-01,반기,실업자 (천명),9.1,
서울,노원구,2026-01,반기,취업자 (천명),240.8,
서울,도봉구,2021-01,반기,15~64세 고용률 (%),61.6,
서울,도봉구,2021-01,반기,15세이상인구 (천명),282.3,
서울,도봉구,2021-01,반기,경제활동인구 (천명),159.3,
서울,도봉구,2021-01,반기,경제활동참가율 (％),56.4,
서울,도봉구,2021-01,반기,고용률 (%),53,
서울,도봉구,2021-01,반기,비경제활동인구 (천명),123.1,
서울,도봉구,2021-01,반기,실업률 (％),6.1,
서울,도봉구,2021-01,반기,실업자 (천명),9.8,
서울,도봉구,2021-01,반기,취업자 (천명),149.5,
서울,도봉구,2021-07,반기,15~64세 고용률 (%),63.1,
서울,도봉구,2021-07,반기,15세이상인구 (천명),280,
서울,도봉구,2021-07,반기,경제활동인구 (천명),161,
서울,도봉구,2021-07,반기,경제활동참가율 (％),57.5,
서울,도봉구,2021-07,반기,고용률 (%),54.1,
서울,도봉구,2021-07,반기,비경제활동인구 (천명),119,
서울,도봉구,2021-07,반기,실업률 (％),5.9,
서울,도봉구,2021-07,반기,실업자 (천명),9.4,
서울,도봉구,2021-07,반기,취업자 (천명),151.6,
서울,도봉구,2022-01,반기,15~64세 고용률 (%),64.2,
서울,도봉구,2022-01,반기,15세이상인구 (천명),277.4,
서울,도봉구,2022-01,반기,경제활동인구 (천명),158,
서울,도봉구,2022-01,반기,경제활동참가율 (％),57,
서울,도봉구,2022-01,반기,고용률 (%),54.2,
서울,도봉구,2022-01,반기,비경제활동인구 (천명),119.4,
서울,도봉구,2022-01,반기,실업률 (％),4.8,
서울,도봉구,2022-01,반기,실업자 (천명),7.7,
서울,도봉구,2022-01,반기,취업자 (천명),150.3,
서울,도봉구,2022-07,반기,15~64세 고용률 (%),66.4,
서울,도봉구,2022-07,반기,15세이상인구 (천명),276,
서울,도봉구,2022-07,반기,경제활동인구 (천명),162.3,
서울,도봉구,2022-07,반기,경제활동참가율 (％),58.8,
서울,도봉구,2022-07,반기,고용률 (%),56.1,
서울,도봉구,2022-07,반기,비경제활동인구 (천명),113.6,
서울,도봉구,2022-07,반기,실업률 (％),4.6,
서울,도봉구,2022-07,반기,실업자 (천명),7.4,
서울,도봉구,2022-07,반기,취업자 (천명),154.9,
서울,도봉구,2023-01,반기,15~64세 고용률 (%),64.6,
서울,도봉구,2023-01,반기,15세이상인구 (천명),275.2,
서울,도봉구,2023-01,반기,경제활동인구 (천명),156.9,
서울,도봉구,2023-01,반기,경제활동참가율 (％),57,
서울,도봉구,2023-01,반기,고용률 (%),54.8,
서울,도봉구,2023-01,반기,비경제활동인구 (천명),118.3,
서울,도봉구,2023-01,반기,실업률 (％),3.9,
서울,도봉구,2023-01,반기,실업자 (천명),6.2,
서울,도봉구,2023-01,반기,취업자 (천명),150.7,
서울,도봉구,2023-07,반기,15~64세 고용률 (%),69.3,
서울,도봉구,2023-07,반기,15세이상인구 (천명),273.5,
서울,도봉구,2023-07,반기,경제활동인구 (천명),165,
서울,도봉구,2023-07,반기,경제활동참가율 (％),60.3,
서울,도봉구,2023-07,반기,고용률 (%),58,
서울,도봉구,2023-07,반기,비경제활동인구 (천명),108.5,
서울,도봉구,2023-07,반기,실업률 (％),3.8,
서울,도봉구,2023-07,반기,실업자 (천명),6.3,
서울,도봉구,2023-07,반기,취업자 (천명),158.7,
서울,도봉구,2024-01,반기,15~64세 고용률 (%),68.3,
서울,도봉구,2024-01,반기,15세이상인구 (천명),272.9,
서울,도봉구,2024-01,반기,경제활동인구 (천명),165.5,
서울,도봉구,2024-01,반기,경제활동참가율 (％),60.6,
서울,도봉구,2024-01,반기,고용률 (%),57.3,
서울,도봉구,2024-01,반기,비경제활동인구 (천명),107.4,
서울,도봉구,2024-01,반기,실업률 (％),5.6,
서울,도봉구,2024-01,반기,실업자 (천명),9.2,
서울,도봉구,2024-01,반기,취업자 (천명),156.3,
서울,도봉구,2024-07,반기,15~64세 고용률 (%),68.1,
서울,도봉구,2024-07,반기,15세이상인구 (천명),271.9,
서울,도봉구,2024-07,반기,경제활동인구 (천명),160.9,
서울,도봉구,2024-07,반기,경제활동참가율 (％),59.2,
서울,도봉구,2024-07,반기,고용률 (%),57,
서울,도봉구,2024-07,반기,비경제활동인구 (천명),111,
서울,도봉구,2024-07,반기,실업률 (％),3.7,
서울,도봉구,2024-07,반기,실업자 (천명),6,
서울,도봉구,2024-07,반기,취업자 (천명),154.9,
서울,도봉구,2025-01,반기,15~64세 고용률 (%),69.6,
서울,도봉구,2025-01,반기,15세이상인구 (천명),270.2,
서울,도봉구,2025-01,반기,경제활동인구 (천명),165,
서울,도봉구,2025-01,반기,경제활동참가율 (％),61.1,
서울,도봉구,2025-01,반기,고용률 (%),58.4,
서울,도봉구,2025-01,반기,비경제활동인구 (천명),105.2,
서울,도봉구,2025-01,반기,실업률 (％),4.3,
서울,도봉구,2025-01,반기,실업자 (천명),7.1,
서울,도봉구,2025-01,반기,취업자 (천명),157.9,
서울,도봉구,2025-07,반기,15~64세 고용률 (%),68.6,
서울,도봉구,2025-07,반기,15세이상인구 (천명),269.2,
서울,도봉구,2025-07,반기,경제활동인구 (천명),159.9,
서울,도봉구,2025-07,반기,경제활동참가율 (％),59.4,
서울,도봉구,2025-07,반기,고용률 (%),57.3,
서울,도봉구,2025-07,반기,비경제활동인구 (천명),109.2,
서울,도봉구,2025-07,반기,실업률 (％),3.6,
서울,도봉구,2025-07,반기,실업자 (천명),5.8,
서울,도봉구,2025-07,반기,취업자 (천명),154.2,
서울,도봉구,2026-01,반기,15~64세 고용률 (%),67.2,
서울,도봉구,2026-01,반기,15세이상인구 (천명),268.6,
서울,도봉구,2026-01,반기,경제활동인구 (천명),158.4,
서울,도봉구,2026-01,반기,경제활동참가율 (％),59,
서울,도봉구,2026-01,반기,고용률 (%),56.4,
서울,도봉구,2026-01,반기,비경제활동인구 (천명),110.2,
서울,도봉구,2026-01,반기,실업률 (％),4.4,
서울,도봉구,2026-01,반기,실업자 (천명),7,
서울,도봉구,2026-01,반기,취업자 (천명),151.4,
서울,동대문구,2021-01,반기,15~64세 고용률 (%),61.7,
서울,동대문구,2021-01,반기,15세이상인구 (천명),315.8,
서울,동대문구,2021-01,반기,경제활동인구 (천명),180,
서울,동대문구,2021-01,반기,경제활동참가율 (％),57,
서울,동대문구,2021-01,반기,고용률 (%),54.1,
서울,동대문구,2021-01,반기,비경제활동인구 (천명),135.8,
서울,동대문구,2021-01,반기,실업률 (％),5,
서울,동대문구,2021-01,반기,실업자 (천명),9,
서울,동대문구,2021-01,반기,취업자 (천명),171,
서울,동대문구,2021-07,반기,15~64세 고용률 (%),62.7,
서울,동대문구,2021-07,반기,15세이상인구 (천명),315.8,
서울,동대문구,2021-07,반기,경제활동인구 (천명),181.8,
서울,동대문구,2021-07,반기,경제활동참가율 (％),57.6,
서울,동대문구,2021-07,반기,고용률 (%),54.9,
서울,동대문구,2021-07,반기,비경제활동인구 (천명),134,
서울,동대문구,2021-07,반기,실업률 (％),4.7,
서울,동대문구,2021-07,반기,실업자 (천명),8.5,
서울,동대문구,2021-07,반기,취업자 (천명),173.3,
서울,동대문구,2022-01,반기,15~64세 고용률 (%),64.3,
서울,동대문구,2022-01,반기,15세이상인구 (천명),315.8,
서울,동대문구,2022-01,반기,경제활동인구 (천명),186.1,
서울,동대문구,2022-01,반기,경제활동참가율 (％),59,
서울,동대문구,2022-01,반기,고용률 (%),56.5,
서울,동대문구,2022-01,반기,비경제활동인구 (천명),129.6,
서울,동대문구,2022-01,반기,실업률 (％),4.1,
서울,동대문구,2022-01,반기,실업자 (천명),7.7,
서울,동대문구,2022-01,반기,취업자 (천명),178.5,
서울,동대문구,2022-07,반기,15~64세 고용률 (%),58.2,
서울,동대문구,2022-07,반기,15세이상인구 (천명),316.9,
서울,동대문구,2022-07,반기,경제활동인구 (천명),168.3,
서울,동대문구,2022-07,반기,경제활동참가율 (％),53.1,
서울,동대문구,2022-07,반기,고용률 (%),51.4,
서울,동대문구,2022-07,반기,비경제활동인구 (천명),148.5,
서울,동대문구,2022-07,반기,실업률 (％),3.2,
서울,동대문구,2022-07,반기,실업자 (천명),5.4,
서울,동대문구,2022-07,반기,취업자 (천명),162.9,
서울,동대문구,2023-01,반기,15~64세 고용률 (%),60.2,
서울,동대문구,2023-01,반기,15세이상인구 (천명),319.8,
서울,동대문구,2023-01,반기,경제활동인구 (천명),178,
서울,동대문구,2023-01,반기,경제활동참가율 (％),55.7,
서울,동대문구,2023-01,반기,고용률 (%),53.2,
서울,동대문구,2023-01,반기,비경제활동인구 (천명),141.8,
서울,동대문구,2023-01,반기,실업률 (％),4.4,
서울,동대문구,2023-01,반기,실업자 (천명),7.9,
서울,동대문구,2023-01,반기,취업자 (천명),170.2,
서울,동대문구,2023-07,반기,15~64세 고용률 (%),59.9,
서울,동대문구,2023-07,반기,15세이상인구 (천명),324,
서울,동대문구,2023-07,반기,경제활동인구 (천명),177.3,
서울,동대문구,2023-07,반기,경제활동참가율 (％),54.7,
서울,동대문구,2023-07,반기,고용률 (%),52.9,
서울,동대문구,2023-07,반기,비경제활동인구 (천명),146.7,
서울,동대문구,2023-07,반기,실업률 (％),3.4,
서울,동대문구,2023-07,반기,실업자 (천명),6,
서울,동대문구,2023-07,반기,취업자 (천명),171.3,
서울,동대문구,2024-01,반기,15~64세 고용률 (%),61.1,
서울,동대문구,2024-01,반기,15세이상인구 (천명),325.5,
서울,동대문구,2024-01,반기,경제활동인구 (천명),184.5,
서울,동대문구,2024-01,반기,경제활동참가율 (％),56.7,
서울,동대문구,2024-01,반기,고용률 (%),54,
서울,동대문구,2024-01,반기,비경제활동인구 (천명),141,
서울,동대문구,2024-01,반기,실업률 (％),4.7,
서울,동대문구,2024-01,반기,실업자 (천명),8.7,
서울,동대문구,2024-01,반기,취업자 (천명),175.8,
서울,동대문구,2024-07,반기,15~64세 고용률 (%),61.7,
서울,동대문구,2024-07,반기,15세이상인구 (천명),325.2,
서울,동대문구,2024-07,반기,경제활동인구 (천명),184.5,
서울,동대문구,2024-07,반기,경제활동참가율 (％),56.7,
서울,동대문구,2024-07,반기,고용률 (%),54.5,
서울,동대문구,2024-07,반기,비경제활동인구 (천명),140.7,
서울,동대문구,2024-07,반기,실업률 (％),4,
서울,동대문구,2024-07,반기,실업자 (천명),7.4,
서울,동대문구,2024-07,반기,취업자 (천명),177.1,
서울,동대문구,2025-01,반기,15~64세 고용률 (%),62.9,
서울,동대문구,2025-01,반기,15세이상인구 (천명),327,
서울,동대문구,2025-01,반기,경제활동인구 (천명),185.7,
서울,동대문구,2025-01,반기,경제활동참가율 (％),56.8,
서울,동대문구,2025-01,반기,고용률 (%),55.1,
서울,동대문구,2025-01,반기,비경제활동인구 (천명),141.4,
서울,동대문구,2025-01,반기,실업률 (％),3,
서울,동대문구,2025-01,반기,실업자 (천명),5.5,
서울,동대문구,2025-01,반기,취업자 (천명),180.1,
서울,동대문구,2025-07,반기,15~64세 고용률 (%),61.2,
서울,동대문구,2025-07,반기,15세이상인구 (천명),329.4,
서울,동대문구,2025-07,반기,경제활동인구 (천명),185.2,
서울,동대문구,2025-07,반기,경제활동참가율 (％),56.2,
서울,동대문구,2025-07,반기,고용률 (%),54.2,
서울,동대문구,2025-07,반기,비경제활동인구 (천명),144.2,
서울,동대문구,2025-07,반기,실업률 (％),3.6,
서울,동대문구,2025-07,반기,실업자 (천명),6.6,
서울,동대문구,2025-07,반기,취업자 (천명),178.5,
서울,동대문구,2026-01,반기,15~64세 고용률 (%),63.1,
서울,동대문구,2026-01,반기,15세이상인구 (천명),336.3,
서울,동대문구,2026-01,반기,경제활동인구 (천명),194.4,
서울,동대문구,2026-01,반기,경제활동참가율 (％),57.8,
서울,동대문구,2026-01,반기,고용률 (%),55.7,
서울,동대문구,2026-01,반기,비경제활동인구 (천명),141.9,
서울,동대문구,2026-01,반기,실업률 (％),3.7,
서울,동대문구,2026-01,반기,실업자 (천명),7.1,
서울,동대문구,2026-01,반기,취업자 (천명),187.3,
서울,동작구,2021-01,반기,15~64세 고용률 (%),62.2,
서울,동작구,2021-01,반기,15세이상인구 (천명),355.6,
서울,동작구,2021-01,반기,경제활동인구 (천명),207,
서울,동작구,2021-01,반기,경제활동참가율 (％),58.2,
서울,동작구,2021-01,반기,고용률 (%),55,
서울,동작구,2021-01,반기,비경제활동인구 (천명),148.6,
서울,동작구,2021-01,반기,실업률 (％),5.5,
서울,동작구,2021-01,반기,실업자 (천명),11.3,
서울,동작구,2021-01,반기,취업자 (천명),195.7,
서울,동작구,2021-07,반기,15~64세 고용률 (%),63.9,
서울,동작구,2021-07,반기,15세이상인구 (천명),355,
서울,동작구,2021-07,반기,경제활동인구 (천명),212.5,
서울,동작구,2021-07,반기,경제활동참가율 (％),59.9,
서울,동작구,2021-07,반기,고용률 (%),56.6,
서울,동작구,2021-07,반기,비경제활동인구 (천명),142.5,
서울,동작구,2021-07,반기,실업률 (％),5.5,
서울,동작구,2021-07,반기,실업자 (천명),11.6,
서울,동작구,2021-07,반기,취업자 (천명),200.9,
서울,동작구,2022-01,반기,15~64세 고용률 (%),66.2,
서울,동작구,2022-01,반기,15세이상인구 (천명),353.3,
서울,동작구,2022-01,반기,경제활동인구 (천명),215,
서울,동작구,2022-01,반기,경제활동참가율 (％),60.9,
서울,동작구,2022-01,반기,고용률 (%),57.9,
서울,동작구,2022-01,반기,비경제활동인구 (천명),138.3,
서울,동작구,2022-01,반기,실업률 (％),4.9,
서울,동작구,2022-01,반기,실업자 (천명),10.6,
서울,동작구,2022-01,반기,취업자 (천명),204.4,
서울,동작구,2022-07,반기,15~64세 고용률 (%),65.3,
서울,동작구,2022-07,반기,15세이상인구 (천명),352.1,
서울,동작구,2022-07,반기,경제활동인구 (천명),210.4,
서울,동작구,2022-07,반기,경제활동참가율 (％),59.8,
서울,동작구,2022-07,반기,고용률 (%),56.9,
서울,동작구,2022-07,반기,비경제활동인구 (천명),141.7,
서울,동작구,2022-07,반기,실업률 (％),4.8,
서울,동작구,2022-07,반기,실업자 (천명),10.2,
서울,동작구,2022-07,반기,취업자 (천명),200.2,
서울,동작구,2023-01,반기,15~64세 고용률 (%),67.8,
서울,동작구,2023-01,반기,15세이상인구 (천명),350.9,
서울,동작구,2023-01,반기,경제활동인구 (천명),217.6,
서울,동작구,2023-01,반기,경제활동참가율 (％),62,
서울,동작구,2023-01,반기,고용률 (%),59.1,
서울,동작구,2023-01,반기,비경제활동인구 (천명),133.3,
서울,동작구,2023-01,반기,실업률 (％),4.6,
서울,동작구,2023-01,반기,실업자 (천명),10,
서울,동작구,2023-01,반기,취업자 (천명),207.5,
서울,동작구,2023-07,반기,15~64세 고용률 (%),68.6,
서울,동작구,2023-07,반기,15세이상인구 (천명),351.8,
서울,동작구,2023-07,반기,경제활동인구 (천명),220.5,
서울,동작구,2023-07,반기,경제활동참가율 (％),62.7,
서울,동작구,2023-07,반기,고용률 (%),59.9,
서울,동작구,2023-07,반기,비경제활동인구 (천명),131.3,
서울,동작구,2023-07,반기,실업률 (％),4.5,
서울,동작구,2023-07,반기,실업자 (천명),9.9,
서울,동작구,2023-07,반기,취업자 (천명),210.7,
서울,동작구,2024-01,반기,15~64세 고용률 (%),68.8,
서울,동작구,2024-01,반기,15세이상인구 (천명),352,
서울,동작구,2024-01,반기,경제활동인구 (천명),222.9,
서울,동작구,2024-01,반기,경제활동참가율 (％),63.3,
서울,동작구,2024-01,반기,고용률 (%),60.2,
서울,동작구,2024-01,반기,비경제활동인구 (천명),129.1,
서울,동작구,2024-01,반기,실업률 (％),5,
서울,동작구,2024-01,반기,실업자 (천명),11.2,
서울,동작구,2024-01,반기,취업자 (천명),211.7,
서울,동작구,2024-07,반기,15~64세 고용률 (%),69.3,
서울,동작구,2024-07,반기,15세이상인구 (천명),351.3,
서울,동작구,2024-07,반기,경제활동인구 (천명),221.9,
서울,동작구,2024-07,반기,경제활동참가율 (％),63.2,
서울,동작구,2024-07,반기,고용률 (%),60.5,
서울,동작구,2024-07,반기,비경제활동인구 (천명),129.3,
서울,동작구,2024-07,반기,실업률 (％),4.3,
서울,동작구,2024-07,반기,실업자 (천명),9.4,
서울,동작구,2024-07,반기,취업자 (천명),212.5,
서울,동작구,2025-01,반기,15~64세 고용률 (%),68.8,
서울,동작구,2025-01,반기,15세이상인구 (천명),350.1,
서울,동작구,2025-01,반기,경제활동인구 (천명),222.4,
서울,동작구,2025-01,반기,경제활동참가율 (％),63.5,
서울,동작구,2025-01,반기,고용률 (%),60.2,
서울,동작구,2025-01,반기,비경제활동인구 (천명),127.8,
서울,동작구,2025-01,반기,실업률 (％),5.2,
서울,동작구,2025-01,반기,실업자 (천명),11.6,
서울,동작구,2025-01,반기,취업자 (천명),210.8,
서울,동작구,2025-07,반기,15~64세 고용률 (%),70,
서울,동작구,2025-07,반기,15세이상인구 (천명),349.3,
서울,동작구,2025-07,반기,경제활동인구 (천명),220.4,
서울,동작구,2025-07,반기,경제활동참가율 (％),63.1,
서울,동작구,2025-07,반기,고용률 (%),61,
서울,동작구,2025-07,반기,비경제활동인구 (천명),128.9,
서울,동작구,2025-07,반기,실업률 (％),3.3,
서울,동작구,2025-07,반기,실업자 (천명),7.2,
서울,동작구,2025-07,반기,취업자 (천명),213.2,
서울,동작구,2026-01,반기,15~64세 고용률 (%),68.5,
서울,동작구,2026-01,반기,15세이상인구 (천명),349.1,
서울,동작구,2026-01,반기,경제활동인구 (천명),216.1,
서울,동작구,2026-01,반기,경제활동참가율 (％),61.9,
서울,동작구,2026-01,반기,고용률 (%),59.8,
서울,동작구,2026-01,반기,비경제활동인구 (천명),133,
서울,동작구,2026-01,반기,실업률 (％),3.4,
서울,동작구,2026-01,반기,실업자 (천명),7.3,
서울,동작구,2026-01,반기,취업자 (천명),208.8,
서울,마포구,2021-01,반기,15~64세 고용률 (%),65.6,
서울,마포구,2021-01,반기,15세이상인구 (천명),328.5,
서울,마포구,2021-01,반기,경제활동인구 (천명),203.1,
서울,마포구,2021-01,반기,경제활동참가율 (％),61.8,
서울,마포구,2021-01,반기,고용률 (%),59.5,
서울,마포구,2021-01,반기,비경제활동인구 (천명),125.4,
서울,마포구,2021-01,반기,실업률 (％),3.7,
서울,마포구,2021-01,반기,실업자 (천명),7.5,
서울,마포구,2021-01,반기,취업자 (천명),195.6,
서울,마포구,2021-07,반기,15~64세 고용률 (%),66.9,
서울,마포구,2021-07,반기,15세이상인구 (천명),331.8,
서울,마포구,2021-07,반기,경제활동인구 (천명),206.8,
서울,마포구,2021-07,반기,경제활동참가율 (％),62.3,
서울,마포구,2021-07,반기,고용률 (%),60.1,
서울,마포구,2021-07,반기,비경제활동인구 (천명),125,
서울,마포구,2021-07,반기,실업률 (％),3.5,
서울,마포구,2021-07,반기,실업자 (천명),7.3,
서울,마포구,2021-07,반기,취업자 (천명),199.5,
서울,마포구,2022-01,반기,15~64세 고용률 (%),69,
서울,마포구,2022-01,반기,15세이상인구 (천명),330.5,
서울,마포구,2022-01,반기,경제활동인구 (천명),208,
서울,마포구,2022-01,반기,경제활동참가율 (％),62.9,
서울,마포구,2022-01,반기,고용률 (%),61,
서울,마포구,2022-01,반기,비경제활동인구 (천명),122.5,
서울,마포구,2022-01,반기,실업률 (％),3.1,
서울,마포구,2022-01,반기,실업자 (천명),6.4,
서울,마포구,2022-01,반기,취업자 (천명),201.6,
서울,마포구,2022-07,반기,15~64세 고용률 (%),67.5,
서울,마포구,2022-07,반기,15세이상인구 (천명),328.2,
서울,마포구,2022-07,반기,경제활동인구 (천명),205.9,
서울,마포구,2022-07,반기,경제활동참가율 (％),62.7,
서울,마포구,2022-07,반기,고용률 (%),60.3,
서울,마포구,2022-07,반기,비경제활동인구 (천명),122.3,
서울,마포구,2022-07,반기,실업률 (％),3.8,
서울,마포구,2022-07,반기,실업자 (천명),7.9,
서울,마포구,2022-07,반기,취업자 (천명),198.1,
서울,마포구,2023-01,반기,15~64세 고용률 (%),68.6,
서울,마포구,2023-01,반기,15세이상인구 (천명),330,
서울,마포구,2023-01,반기,경제활동인구 (천명),208.6,
서울,마포구,2023-01,반기,경제활동참가율 (％),63.2,
서울,마포구,2023-01,반기,고용률 (%),61.2,
서울,마포구,2023-01,반기,비경제활동인구 (천명),121.4,
서울,마포구,2023-01,반기,실업률 (％),3.2,
서울,마포구,2023-01,반기,실업자 (천명),6.6,
서울,마포구,2023-01,반기,취업자 (천명),202,
서울,마포구,2023-07,반기,15~64세 고용률 (%),69,
서울,마포구,2023-07,반기,15세이상인구 (천명),329.9,
서울,마포구,2023-07,반기,경제활동인구 (천명),216.5,
서울,마포구,2023-07,반기,경제활동참가율 (％),65.6,
서울,마포구,2023-07,반기,고용률 (%),62.3,
서울,마포구,2023-07,반기,비경제활동인구 (천명),113.4,
서울,마포구,2023-07,반기,실업률 (％),5.1,
서울,마포구,2023-07,반기,실업자 (천명),11.1,
서울,마포구,2023-07,반기,취업자 (천명),205.4,
서울,마포구,2024-01,반기,15~64세 고용률 (%),67.9,
서울,마포구,2024-01,반기,15세이상인구 (천명),330.2,
서울,마포구,2024-01,반기,경제활동인구 (천명),212.5,
