광역지자체,자치구,연월,주기,지표명,값,단위
경북,,2023-01,반기(구합산),실업자 (천명),36.0,
경북,,2023-01,반기(구합산),취업자 (천명),1450.0,
경북,,2023-07,반기(구합산),15세이상인구 (천명),2308.7,
경북,,2023-07,반기(구합산),경제활동인구 (천명),1483.8,
경북,,2023-07,반기(구합산),비경제활동인구 (천명),825.1,
경북,,2023-07,반기(구합산),실업자 (천명),32.0,
경북,,2023-07,반기(구합산),취업자 (천명),1451.9,
경북,,2024-01,반기(구합산),15세이상인구 (천명),2304.7,
경북,,2024-01,반기(구합산),경제활동인구 (천명),1492.8,
경북,,2024-01,반기(구합산),비경제활동인구 (천명),812.1,
경북,,2024-01,반기(구합산),실업자 (천명),38.1,
경북,,2024-01,반기(구합산),취업자 (천명),1454.8,
경북,,2024-07,반기(구합산),15세이상인구 (천명),2302.2,
경북,,2024-07,반기(구합산),경제활동인구 (천명),1486.5,
경북,,2024-07,반기(구합산),비경제활동인구 (천명),815.8,
경북,,2024-07,반기(구합산),실업자 (천명),35.5,
경북,,2024-07,반기(구합산),취업자 (천명),1450.6,
경북,,2025-01,반기(구합산),15세이상인구 (천명),2303.6,
경북,,2025-01,반기(구합산),경제활동인구 (천명),1496.0,
경북,,2025-01,반기(구합산),비경제활동인구 (천명),807.8,
경북,,2025-01,반기(구합산),실업자 (천명),42.4,
경북,,2025-01,반기(구합산),취업자 (천명),1453.5,
경북,,2025-07,반기(구합산),15세이상인구 (천명),2302.0,
경북,,2025-07,반기(구합산),경제활동인구 (천명),1487.2,
경북,,2025-07,반기(구합산),비경제활동인구 (천명),814.5,
경북,,2025-07,반기(구합산),실업자 (천명),35.4,
경북,,2025-07,반기(구합산),취업자 (천명),1451.9,
경북,,2026-01,반기(구합산),15세이상인구 (천명),2303.1,
경북,,2026-01,반기(구합산),경제활동인구 (천명),1495.5,
경북,,2026-01,반기(구합산),비경제활동인구 (천명),807.9,
경북,,2026-01,반기(구합산),실업자 (천명),38.2,
경북,,2026-01,반기(구합산),취업자 (천명),1457.1,
광주,,2008-01,연간,15세이상인구 (천명),1158.5,
광주,,2008-01,연간,경제활동인구 (천명),675.8,
광주,,2008-01,연간,경제활동참가율 (％),58.3,
광주,,2008-01,연간,고용률 (%),56.1,
광주,,2008-01,연간,비경제활동인구 (천명),482.6,
광주,,2008-01,연간,실업률 (％),3.8,
광주,,2008-01,연간,실업자 (천명),25.8,
광주,,2008-01,연간,취업자 (천명),650.1,
광주,,2009-01,연간,15세이상인구 (천명),1180,
광주,,2009-01,연간,경제활동인구 (천명),701.4,
광주,,2009-01,연간,경제활동참가율 (％),59.4,
광주,,2009-01,연간,고용률 (%),57.3,
광주,,2009-01,연간,비경제활동인구 (천명),478.6,
광주,,2009-01,연간,실업률 (％),3.7,
광주,,2009-01,연간,실업자 (천명),25.7,
광주,,2009-01,연간,취업자 (천명),675.7,
광주,,2010-01,연간,15세이상인구 (천명),1199,
광주,,2010-01,연간,경제활동인구 (천명),704.2,
광주,,2010-01,연간,경제활동참가율 (％),58.7,
광주,,2010-01,연간,고용률 (%),57.1,
광주,,2010-01,연간,비경제활동인구 (천명),494.8,
광주,,2010-01,연간,실업률 (％),2.9,
광주,,2010-01,연간,실업자 (천명),20.1,
광주,,2010-01,연간,취업자 (천명),684.1,
광주,,2011-01,분기,15세이상인구 (천명),1209.1,
광주,,2011-01,분기,경제활동인구 (천명),695.5,
광주,,2011-01,분기,경제활동참가율 (％),57.5,
광주,,2011-01,분기,고용률 (%),55.1,
광주,,2011-01,분기,비경제활동인구 (천명),513.6,
광주,,2011-01,분기,실업률 (％),4.1,
광주,,2011-01,분기,실업자 (천명),28.7,
광주,,2011-01,분기,취업자 (천명),666.7,
광주,,2011-04,분기,15세이상인구 (천명),1213,
광주,,2011-04,분기,경제활동인구 (천명),729.4,
광주,,2011-04,분기,경제활동참가율 (％),60.1,
광주,,2011-04,분기,고용률 (%),58.1,
광주,,2011-04,분기,비경제활동인구 (천명),483.6,
광주,,2011-04,분기,실업률 (％),3.3,
광주,,2011-04,분기,실업자 (천명),24.1,
광주,,2011-04,분기,취업자 (천명),705.3,
광주,,2011-07,분기,15세이상인구 (천명),1215.8,
광주,,2011-07,분기,경제활동인구 (천명),714.1,
광주,,2011-07,분기,경제활동참가율 (％),58.7,
광주,,2011-07,분기,고용률 (%),57.5,
광주,,2011-07,분기,비경제활동인구 (천명),501.7,
광주,,2011-07,분기,실업률 (％),2,
광주,,2011-07,분기,실업자 (천명),14.4,
광주,,2011-07,분기,취업자 (천명),699.7,
광주,,2011-10,분기,15세이상인구 (천명),1219.6,
광주,,2011-10,분기,경제활동인구 (천명),704.3,
광주,,2011-10,분기,경제활동참가율 (％),57.7,
광주,,2011-10,분기,고용률 (%),56.5,
광주,,2011-10,분기,비경제활동인구 (천명),515.3,
광주,,2011-10,분기,실업률 (％),2.2,
광주,,2011-10,분기,실업자 (천명),15.6,
광주,,2011-10,분기,취업자 (천명),688.7,
광주,,2012-01,분기,15세이상인구 (천명),1221.9,
광주,,2012-01,분기,경제활동인구 (천명),712.6,
광주,,2012-01,분기,경제활동참가율 (％),58.3,
광주,,2012-01,분기,고용률 (%),55.7,
광주,,2012-01,분기,비경제활동인구 (천명),509.3,
광주,,2012-01,분기,실업률 (％),4.5,
광주,,2012-01,분기,실업자 (천명),32.2,
광주,,2012-01,분기,취업자 (천명),680.4,
광주,,2012-04,분기,15세이상인구 (천명),1224.5,
광주,,2012-04,분기,경제활동인구 (천명),714.4,
광주,,2012-04,분기,경제활동참가율 (％),58.3,
광주,,2012-04,분기,고용률 (%),56.6,
광주,,2012-04,분기,비경제활동인구 (천명),510.1,
광주,,2012-04,분기,실업률 (％),2.9,
광주,,2012-04,분기,실업자 (천명),20.9,
광주,,2012-04,분기,취업자 (천명),693.5,
광주,,2012-07,분기,15세이상인구 (천명),1226.5,
광주,,2012-07,분기,경제활동인구 (천명),710.4,
광주,,2012-07,분기,경제활동참가율 (％),57.9,
광주,,2012-07,분기,고용률 (%),56.8,
광주,,2012-07,분기,비경제활동인구 (천명),516.1,
광주,,2012-07,분기,실업률 (％),2,
광주,,2012-07,분기,실업자 (천명),14.3,
광주,,2012-07,분기,취업자 (천명),696.1,
광주,,2012-10,분기,15세이상인구 (천명),1229.6,
광주,,2012-10,분기,경제활동인구 (천명),706,
광주,,2012-10,분기,경제활동참가율 (％),57.4,
광주,,2012-10,분기,고용률 (%),56.4,
광주,,2012-10,분기,비경제활동인구 (천명),523.6,
광주,,2012-10,분기,실업률 (％),1.8,
광주,,2012-10,분기,실업자 (천명),12.5,
광주,,2012-10,분기,취업자 (천명),693.5,
광주,,2021-01,반기(구합산),15세이상인구 (천명),1280.1,
광주,,2021-01,반기(구합산),경제활동인구 (천명),763.6,
광주,,2021-01,반기(구합산),비경제활동인구 (천명),516.3,
광주,,2021-01,반기(구합산),실업자 (천명),25.1,
광주,,2021-01,반기(구합산),취업자 (천명),738.6,
광주,,2021-07,반기(구합산),15세이상인구 (천명),1280.3,
광주,,2021-07,반기(구합산),경제활동인구 (천명),766.0,
광주,,2021-07,반기(구합산),비경제활동인구 (천명),514.4,
광주,,2021-07,반기(구합산),실업자 (천명),22.5,
광주,,2021-07,반기(구합산),취업자 (천명),743.7,
광주,,2022-01,반기(구합산),15세이상인구 (천명),1279.4,
광주,,2022-01,반기(구합산),경제활동인구 (천명),769.0,
광주,,2022-01,반기(구합산),비경제활동인구 (천명),510.3,
광주,,2022-01,반기(구합산),실업자 (천명),22.2,
광주,,2022-01,반기(구합산),취업자 (천명),746.9,
광주,,2022-07,반기(구합산),15세이상인구 (천명),1279.0,
광주,,2022-07,반기(구합산),경제활동인구 (천명),766.4,
광주,,2022-07,반기(구합산),비경제활동인구 (천명),512.7,
광주,,2022-07,반기(구합산),실업자 (천명),20.0,
광주,,2022-07,반기(구합산),취업자 (천명),746.3,
광주,,2023-01,반기(구합산),15세이상인구 (천명),1279.6,
광주,,2023-01,반기(구합산),경제활동인구 (천명),778.2,
광주,,2023-01,반기(구합산),비경제활동인구 (천명),501.4,
광주,,2023-01,반기(구합산),실업자 (천명),20.2,
광주,,2023-01,반기(구합산),취업자 (천명),758.1,
광주,,2023-07,반기(구합산),15세이상인구 (천명),1279.5,
광주,,2023-07,반기(구합산),경제활동인구 (천명),785.8,
광주,,2023-07,반기(구합산),비경제활동인구 (천명),493.7,
광주,,2023-07,반기(구합산),실업자 (천명),23.8,
광주,,2023-07,반기(구합산),취업자 (천명),762.1,
광주,,2024-01,반기(구합산),15세이상인구 (천명),1279.0,
광주,,2024-01,반기(구합산),경제활동인구 (천명),798.0,
광주,,2024-01,반기(구합산),비경제활동인구 (천명),480.9,
광주,,2024-01,반기(구합산),실업자 (천명),26.3,
광주,,2024-01,반기(구합산),취업자 (천명),771.8,
광주,,2024-07,반기(구합산),15세이상인구 (천명),1277.7,
광주,,2024-07,반기(구합산),경제활동인구 (천명),794.6,
광주,,2024-07,반기(구합산),비경제활동인구 (천명),483.1,
광주,,2024-07,반기(구합산),실업자 (천명),25.1,
광주,,2024-07,반기(구합산),취업자 (천명),769.6,
광주,,2025-01,반기(구합산),15세이상인구 (천명),1277.2,
광주,,2025-01,반기(구합산),경제활동인구 (천명),796.1,
광주,,2025-01,반기(구합산),비경제활동인구 (천명),481.1,
광주,,2025-01,반기(구합산),실업자 (천명),31.2,
광주,,2025-01,반기(구합산),취업자 (천명),764.7,
광주,,2025-07,반기(구합산),15세이상인구 (천명),1274.2,
광주,,2025-07,반기(구합산),경제활동인구 (천명),796.5,
광주,,2025-07,반기(구합산),비경제활동인구 (천명),477.7,
광주,,2025-07,반기(구합산),실업자 (천명),23.6,
광주,,2025-07,반기(구합산),취업자 (천명),772.9,
광주,,2026-01,반기(구합산),15세이상인구 (천명),1269.4,
광주,,2026-01,반기(구합산),경제활동인구 (천명),789.4,
광주,,2026-01,반기(구합산),비경제활동인구 (천명),480.2,
광주,,2026-01,반기(구합산),실업자 (천명),29.6,
광주,,2026-01,반기(구합산),취업자 (천명),759.5,
대구,,2008-01,연간,15세이상인구 (천명),2014.1,
대구,,2008-01,연간,경제활동인구 (천명),1178.5,
대구,,2008-01,연간,경제활동참가율 (％),58.5,
대구,,2008-01,연간,고용률 (%),56.2,
대구,,2008-01,연간,비경제활동인구 (천명),835.5,
대구,,2008-01,연간,실업률 (％),3.9,
대구,,2008-01,연간,실업자 (천명),46,
대구,,2008-01,연간,취업자 (천명),1132.5,
대구,,2009-01,연간,15세이상인구 (천명),2029.6,
대구,,2009-01,연간,경제활동인구 (천명),1230.9,
대구,,2009-01,연간,경제활동참가율 (％),60.6,
대구,,2009-01,연간,고용률 (%),58.1,
대구,,2009-01,연간,비경제활동인구 (천명),798.7,
대구,,2009-01,연간,실업률 (％),4.3,
대구,,2009-01,연간,실업자 (천명),52.5,
대구,,2009-01,연간,취업자 (천명),1178.4,
대구,,2010-01,연간,15세이상인구 (천명),2043.7,
대구,,2010-01,연간,경제활동인구 (천명),1207.1,
대구,,2010-01,연간,경제활동참가율 (％),59.1,
대구,,2010-01,연간,고용률 (%),56.8,
대구,,2010-01,연간,비경제활동인구 (천명),836.6,
대구,,2010-01,연간,실업률 (％),3.8,
대구,,2010-01,연간,실업자 (천명),46.1,
대구,,2010-01,연간,취업자 (천명),1161,
대구,,2011-01,분기,15세이상인구 (천명),2054.5,
대구,,2011-01,분기,경제활동인구 (천명),1203.9,
대구,,2011-01,분기,경제활동참가율 (％),58.6,
대구,,2011-01,분기,고용률 (%),56.1,
대구,,2011-01,분기,비경제활동인구 (천명),850.6,
대구,,2011-01,분기,실업률 (％),4.2,
대구,,2011-01,분기,실업자 (천명),50.7,
대구,,2011-01,분기,취업자 (천명),1153.2,
대구,,2011-04,분기,15세이상인구 (천명),2058.7,
대구,,2011-04,분기,경제활동인구 (천명),1217.8,
대구,,2011-04,분기,경제활동참가율 (％),59.2,
대구,,2011-04,분기,고용률 (%),57,
대구,,2011-04,분기,비경제활동인구 (천명),840.9,
대구,,2011-04,분기,실업률 (％),3.7,
대구,,2011-04,분기,실업자 (천명),45,
대구,,2011-04,분기,취업자 (천명),1172.7,
대구,,2011-07,분기,15세이상인구 (천명),2061.3,
대구,,2011-07,분기,경제활동인구 (천명),1204.9,
대구,,2011-07,분기,경제활동참가율 (％),58.5,
대구,,2011-07,분기,고용률 (%),56.6,
대구,,2011-07,분기,비경제활동인구 (천명),856.4,
대구,,2011-07,분기,실업률 (％),3.2,
대구,,2011-07,분기,실업자 (천명),38.5,
대구,,2011-07,분기,취업자 (천명),1166.4,
대구,,2011-10,분기,15세이상인구 (천명),2065.9,
대구,,2011-10,분기,경제활동인구 (천명),1232.9,
대구,,2011-10,분기,경제활동참가율 (％),59.7,
대구,,2011-10,분기,고용률 (%),57.7,
대구,,2011-10,분기,비경제활동인구 (천명),832.9,
대구,,2011-10,분기,실업률 (％),3.3,
대구,,2011-10,분기,실업자 (천명),40.7,
대구,,2011-10,분기,취업자 (천명),1192.2,
대구,,2012-01,분기,15세이상인구 (천명),2067.7,
대구,,2012-01,분기,경제활동인구 (천명),1237.1,
대구,,2012-01,분기,경제활동참가율 (％),59.8,
대구,,2012-01,분기,고용률 (%),57.4,
대구,,2012-01,분기,비경제활동인구 (천명),830.7,
대구,,2012-01,분기,실업률 (％),4.1,
대구,,2012-01,분기,실업자 (천명),50.1,
대구,,2012-01,분기,취업자 (천명),1186.9,
대구,,2012-04,분기,15세이상인구 (천명),2070,
대구,,2012-04,분기,경제활동인구 (천명),1262.8,
대구,,2012-04,분기,경제활동참가율 (％),61,
대구,,2012-04,분기,고용률 (%),59.2,
대구,,2012-04,분기,비경제활동인구 (천명),807.1,
대구,,2012-04,분기,실업률 (％),3,
대구,,2012-04,분기,실업자 (천명),38.2,
대구,,2012-04,분기,취업자 (천명),1224.7,
대구,,2012-07,분기,15세이상인구 (천명),2071.6,
대구,,2012-07,분기,경제활동인구 (천명),1246.3,
대구,,2012-07,분기,경제활동참가율 (％),60.2,
대구,,2012-07,분기,고용률 (%),58.4,
대구,,2012-07,분기,비경제활동인구 (천명),825.3,
대구,,2012-07,분기,실업률 (％),2.8,
대구,,2012-07,분기,실업자 (천명),35.5,
대구,,2012-07,분기,취업자 (천명),1210.8,
대구,,2012-10,분기,15세이상인구 (천명),2075.3,
대구,,2012-10,분기,경제활동인구 (천명),1246.1,
대구,,2012-10,분기,경제활동참가율 (％),60,
대구,,2012-10,분기,고용률 (%),58.3,
대구,,2012-10,분기,비경제활동인구 (천명),829.2,
대구,,2012-10,분기,실업률 (％),3,
대구,,2012-10,분기,실업자 (천명),37.2,
대구,,2012-10,분기,취업자 (천명),1209,
대구,,2021-01,반기(구합산),15세이상인구 (천명),2090.4,
대구,,2021-01,반기(구합산),경제활동인구 (천명),1168.4,
대구,,2021-01,반기(구합산),비경제활동인구 (천명),922.2,
대구,,2021-01,반기(구합산),실업자 (천명),44.4,
대구,,2021-01,반기(구합산),취업자 (천명),1123.8,
대구,,2021-07,반기(구합산),15세이상인구 (천명),2089.0,
대구,,2021-07,반기(구합산),경제활동인구 (천명),1186.1,
대구,,2021-07,반기(구합산),비경제활동인구 (천명),903.0,
대구,,2021-07,반기(구합산),실업자 (천명),36.0,
대구,,2021-07,반기(구합산),취업자 (천명),1149.8,
대구,,2022-01,반기(구합산),15세이상인구 (천명),2079.9,
대구,,2022-01,반기(구합산),경제활동인구 (천명),1187.9,
대구,,2022-01,반기(구합산),비경제활동인구 (천명),892.0,
대구,,2022-01,반기(구합산),실업자 (천명),33.6,
대구,,2022-01,반기(구합산),취업자 (천명),1154.4,
대구,,2022-07,반기(구합산),15세이상인구 (천명),2072.3,
대구,,2022-07,반기(구합산),경제활동인구 (천명),1183.6,
대구,,2022-07,반기(구합산),비경제활동인구 (천명),888.9,
대구,,2022-07,반기(구합산),실업자 (천명),31.8,
대구,,2022-07,반기(구합산),취업자 (천명),1151.7,
대구,,2023-01,반기(구합산),15세이상인구 (천명),2074.9,
대구,,2023-01,반기(구합산),경제활동인구 (천명),1187.1,
대구,,2023-01,반기(구합산),비경제활동인구 (천명),888.2,
대구,,2023-01,반기(구합산),실업자 (천명),37.6,
대구,,2023-01,반기(구합산),취업자 (천명),1149.3,
대구,,2023-07,반기(구합산),15세이상인구 (천명),2075.7,
대구,,2023-07,반기(구합산),경제활동인구 (천명),1197.8,
대구,,2023-07,반기(구합산),비경제활동인구 (천명),877.8,
대구,,2023-07,반기(구합산),실업자 (천명),30.5,
대구,,2023-07,반기(구합산),취업자 (천명),1167.4,
대구,,2024-01,반기(구합산),15세이상인구 (천명),2076.6,
대구,,2024-01,반기(구합산),경제활동인구 (천명),1191.6,
대구,,2024-01,반기(구합산),비경제활동인구 (천명),884.7,
대구,,2024-01,반기(구합산),실업자 (천명),35.2,
대구,,2024-01,반기(구합산),취업자 (천명),1156.5,
대구,,2024-07,반기(구합산),15세이상인구 (천명),2075.6,
대구,,2024-07,반기(구합산),경제활동인구 (천명),1195.4,
대구,,2024-07,반기(구합산),비경제활동인구 (천명),880.0,
대구,,2024-07,반기(구합산),실업자 (천명),31.9,
대구,,2024-07,반기(구합산),취업자 (천명),1163.6,
대구,,2025-01,반기(구합산),15세이상인구 (천명),2075.3,
대구,,2025-01,반기(구합산),경제활동인구 (천명),1202.8,
대구,,2025-01,반기(구합산),비경제활동인구 (천명),872.5,
대구,,2025-01,반기(구합산),실업자 (천명),39.1,
대구,,2025-01,반기(구합산),취업자 (천명),1163.9,
대구,,2025-07,반기(구합산),15세이상인구 (천명),2075.2,
대구,,2025-07,반기(구합산),경제활동인구 (천명),1200.1,
대구,,2025-07,반기(구합산),비경제활동인구 (천명),875.0,
대구,,2025-07,반기(구합산),실업자 (천명),36.0,
대구,,2025-07,반기(구합산),취업자 (천명),1164.1,
대구,,2026-01,반기(구합산),15세이상인구 (천명),2077.4,
대구,,2026-01,반기(구합산),경제활동인구 (천명),1194.5,
대구,,2026-01,반기(구합산),비경제활동인구 (천명),883.1,
대구,,2026-01,반기(구합산),실업자 (천명),37.1,
대구,,2026-01,반기(구합산),취업자 (천명),1157.4,
대전,,2008-01,연간,15세이상인구 (천명),1202.4,
대전,,2008-01,연간,경제활동인구 (천명),719,
대전,,2008-01,연간,경제활동참가율 (％),59.8,
대전,,2008-01,연간,고용률 (%),57.8,
대전,,2008-01,연간,비경제활동인구 (천명),483.5,
대전,,2008-01,연간,실업률 (％),3.3,
대전,,2008-01,연간,실업자 (천명),23.8,
대전,,2008-01,연간,취업자 (천명),695.2,
대전,,2009-01,연간,15세이상인구 (천명),1218.1,
대전,,2009-01,연간,경제활동인구 (천명),707.8,
대전,,2009-01,연간,경제활동참가율 (％),58.1,
대전,,2009-01,연간,고용률 (%),56.2,
대전,,2009-01,연간,비경제활동인구 (천명),510.3,
대전,,2009-01,연간,실업률 (％),3.3,
대전,,2009-01,연간,실업자 (천명),23,
대전,,2009-01,연간,취업자 (천명),684.7,
대전,,2010-01,연간,15세이상인구 (천명),1233.4,
대전,,2010-01,연간,경제활동인구 (천명),717.3,
대전,,2010-01,연간,경제활동참가율 (％),58.2,
대전,,2010-01,연간,고용률 (%),56.7,
대전,,2010-01,연간,비경제활동인구 (천명),516.1,
대전,,2010-01,연간,실업률 (％),2.5,
대전,,2010-01,연간,실업자 (천명),17.9,
대전,,2010-01,연간,취업자 (천명),699.4,
대전,,2011-01,분기,15세이상인구 (천명),1241.6,
대전,,2011-01,분기,경제활동인구 (천명),739.6,
대전,,2011-01,분기,경제활동참가율 (％),59.6,
대전,,2011-01,분기,고용률 (%),56.7,
대전,,2011-01,분기,비경제활동인구 (천명),502,
대전,,2011-01,분기,실업률 (％),4.8,
대전,,2011-01,분기,실업자 (천명),35.8,
대전,,2011-01,분기,취업자 (천명),703.9,
대전,,2011-04,분기,15세이상인구 (천명),1246.1,
대전,,2011-04,분기,경제활동인구 (천명),746.8,
대전,,2011-04,분기,경제활동참가율 (％),59.9,
대전,,2011-04,분기,고용률 (%),58.2,
대전,,2011-04,분기,비경제활동인구 (천명),499.2,
대전,,2011-04,분기,실업률 (％),2.8,
대전,,2011-04,분기,실업자 (천명),21.3,
대전,,2011-04,분기,취업자 (천명),725.6,
대전,,2011-07,분기,15세이상인구 (천명),1250.2,
대전,,2011-07,분기,경제활동인구 (천명),727.2,
대전,,2011-07,분기,경제활동참가율 (％),58.2,
대전,,2011-07,분기,고용률 (%),56.7,
대전,,2011-07,분기,비경제활동인구 (천명),523,
대전,,2011-07,분기,실업률 (％),2.6,
대전,,2011-07,분기,실업자 (천명),18.9,
대전,,2011-07,분기,취업자 (천명),708.3,
대전,,2011-10,분기,15세이상인구 (천명),1255.7,
대전,,2011-10,분기,경제활동인구 (천명),728.8,
대전,,2011-10,분기,경제활동참가율 (％),58,
대전,,2011-10,분기,고용률 (%),55.9,
대전,,2011-10,분기,비경제활동인구 (천명),526.8,
대전,,2011-10,분기,실업률 (％),3.7,
대전,,2011-10,분기,실업자 (천명),27.1,
대전,,2011-10,분기,취업자 (천명),701.7,
대전,,2012-01,분기,15세이상인구 (천명),1259.5,
대전,,2012-01,분기,경제활동인구 (천명),745.3,
대전,,2012-01,분기,경제활동참가율 (％),59.2,
대전,,2012-01,분기,고용률 (%),56.6,
대전,,2012-01,분기,비경제활동인구 (천명),514.2,
대전,,2012-01,분기,실업률 (％),4.4,
대전,,2012-01,분기,실업자 (천명),32.8,
대전,,2012-01,분기,취업자 (천명),712.5,
대전,,2012-04,분기,15세이상인구 (천명),1263.5,
대전,,2012-04,분기,경제활동인구 (천명),760,
대전,,2012-04,분기,경제활동참가율 (％),60.2,
대전,,2012-04,분기,고용률 (%),58,
대전,,2012-04,분기,비경제활동인구 (천명),503.5,
대전,,2012-04,분기,실업률 (％),3.6,
대전,,2012-04,분기,실업자 (천명),27.3,
대전,,2012-04,분기,취업자 (천명),732.7,
대전,,2012-07,분기,15세이상인구 (천명),1266.3,
대전,,2012-07,분기,경제활동인구 (천명),755.3,
대전,,2012-07,분기,경제활동참가율 (％),59.6,
대전,,2012-07,분기,고용률 (%),57.9,
대전,,2012-07,분기,비경제활동인구 (천명),511.1,
대전,,2012-07,분기,실업률 (％),2.8,
대전,,2012-07,분기,실업자 (천명),21.5,
대전,,2012-07,분기,취업자 (천명),733.8,
대전,,2012-10,분기,15세이상인구 (천명),1270.2,
대전,,2012-10,분기,경제활동인구 (천명),747.5,
대전,,2012-10,분기,경제활동참가율 (％),58.9,
대전,,2012-10,분기,고용률 (%),57.1,
대전,,2012-10,분기,비경제활동인구 (천명),522.7,
대전,,2012-10,분기,실업률 (％),3,
대전,,2012-10,분기,실업자 (천명),22.1,
대전,,2012-10,분기,취업자 (천명),725.4,
대전,,2021-01,반기(구합산),15세이상인구 (천명),1288.1,
대전,,2021-01,반기(구합산),경제활동인구 (천명),762.7,
대전,,2021-01,반기(구합산),비경제활동인구 (천명),525.3,
대전,,2021-01,반기(구합산),실업자 (천명),23.3,
대전,,2021-01,반기(구합산),취업자 (천명),739.4,
대전,,2021-07,반기(구합산),15세이상인구 (천명),1288.6,
대전,,2021-07,반기(구합산),경제활동인구 (천명),777.2,
대전,,2021-07,반기(구합산),비경제활동인구 (천명),511.2,
대전,,2021-07,반기(구합산),실업자 (천명),19.3,
대전,,2021-07,반기(구합산),취업자 (천명),758.1,
대전,,2022-01,반기(구합산),15세이상인구 (천명),1288.0,
대전,,2022-01,반기(구합산),경제활동인구 (천명),777.6,
대전,,2022-01,반기(구합산),비경제활동인구 (천명),510.3,
대전,,2022-01,반기(구합산),실업자 (천명),17.8,
대전,,2022-01,반기(구합산),취업자 (천명),759.9,
대전,,2022-07,반기(구합산),15세이상인구 (천명),1288.1,
대전,,2022-07,반기(구합산),경제활동인구 (천명),787.0,
대전,,2022-07,반기(구합산),비경제활동인구 (천명),501.0,
대전,,2022-07,반기(구합산),실업자 (천명),19.3,
대전,,2022-07,반기(구합산),취업자 (천명),767.8,
대전,,2023-01,반기(구합산),15세이상인구 (천명),1291.4,
대전,,2023-01,반기(구합산),경제활동인구 (천명),801.1,
대전,,2023-01,반기(구합산),비경제활동인구 (천명),490.3,
대전,,2023-01,반기(구합산),실업자 (천명),22.3,
대전,,2023-01,반기(구합산),취업자 (천명),778.8,
대전,,2023-07,반기(구합산),15세이상인구 (천명),1295.9,
대전,,2023-07,반기(구합산),경제활동인구 (천명),800.5,
대전,,2023-07,반기(구합산),비경제활동인구 (천명),495.4,
대전,,2023-07,반기(구합산),실업자 (천명),18.5,
대전,,2023-07,반기(구합산),취업자 (천명),782.0,
대전,,2024-01,반기(구합산),15세이상인구 (천명),1300.6,
대전,,2024-01,반기(구합산),경제활동인구 (천명),813.4,
대전,,2024-01,반기(구합산),비경제활동인구 (천명),487.1,
대전,,2024-01,반기(구합산),실업자 (천명),21.0,
대전,,2024-01,반기(구합산),취업자 (천명),792.5,
대전,,2024-07,반기(구합산),15세이상인구 (천명),1302.7,
대전,,2024-07,반기(구합산),경제활동인구 (천명),810.7,
대전,,2024-07,반기(구합산),비경제활동인구 (천명),491.9,
대전,,2024-07,반기(구합산),실업자 (천명),26.3,
대전,,2024-07,반기(구합산),취업자 (천명),784.4,
대전,,2025-01,반기(구합산),15세이상인구 (천명),1305.5,
대전,,2025-01,반기(구합산),경제활동인구 (천명),807.6,
대전,,2025-01,반기(구합산),비경제활동인구 (천명),498.1,
대전,,2025-01,반기(구합산),실업자 (천명),25.5,
대전,,2025-01,반기(구합산),취업자 (천명),782.1,
대전,,2025-07,반기(구합산),15세이상인구 (천명),1309.2,
대전,,2025-07,반기(구합산),경제활동인구 (천명),812.8,
대전,,2025-07,반기(구합산),비경제활동인구 (천명),496.3,
대전,,2025-07,반기(구합산),실업자 (천명),27.6,
대전,,2025-07,반기(구합산),취업자 (천명),785.5,
대전,,2026-01,반기(구합산),15세이상인구 (천명),1315.4,
대전,,2026-01,반기(구합산),경제활동인구 (천명),812.7,
대전,,2026-01,반기(구합산),비경제활동인구 (천명),502.8,
대전,,2026-01,반기(구합산),실업자 (천명),25.3,
대전,,2026-01,반기(구합산),취업자 (천명),787.5,
부산,,2008-01,연간,15세이상인구 (천명),2935,
부산,,2008-01,연간,경제활동인구 (천명),1656.9,
부산,,2008-01,연간,경제활동참가율 (％),56.5,
부산,,2008-01,연간,고용률 (%),54.3,
부산,,2008-01,연간,비경제활동인구 (천명),1278.2,
부산,,2008-01,연간,실업률 (％),3.9,
부산,,2008-01,연간,실업자 (천명),63.8,
부산,,2008-01,연간,취업자 (천명),1593.1,
부산,,2009-01,연간,15세이상인구 (천명),2940.2,
부산,,2009-01,연간,경제활동인구 (천명),1659.3,
부산,,2009-01,연간,경제활동참가율 (％),56.4,
부산,,2009-01,연간,고용률 (%),53.9,
부산,,2009-01,연간,비경제활동인구 (천명),1280.9,
부산,,2009-01,연간,실업률 (％),4.5,
부산,,2009-01,연간,실업자 (천명),75,
부산,,2009-01,연간,취업자 (천명),1584.3,
부산,,2010-01,연간,15세이상인구 (천명),2946.3,
부산,,2010-01,연간,경제활동인구 (천명),1641.3,
부산,,2010-01,연간,경제활동참가율 (％),55.7,
부산,,2010-01,연간,고용률 (%),53.7,
부산,,2010-01,연간,비경제활동인구 (천명),1305,
부산,,2010-01,연간,실업률 (％),3.6,
부산,,2010-01,연간,실업자 (천명),59.2,
부산,,2010-01,연간,취업자 (천명),1582.1,
부산,,2011-01,분기,15세이상인구 (천명),2961.4,
부산,,2011-01,분기,경제활동인구 (천명),1655,
부산,,2011-01,분기,경제활동참가율 (％),55.9,
부산,,2011-01,분기,고용률 (%),53.5,
부산,,2011-01,분기,비경제활동인구 (천명),1306.4,
부산,,2011-01,분기,실업률 (％),4.3,
부산,,2011-01,분기,실업자 (천명),71.3,
