광역지자체,자치구,연월,인허가(호),착공(호),준공(호)
충남,,2018-10,3200,341,1410
충남,,2018-11,1727,1007,1327
충남,,2018-12,6402,3295,266
충남,,2019-01,2241,381,1251
충남,,2019-02,2033,2267,64
충남,,2019-03,1092,682,337
충남,,2019-04,483,,1148
충남,,2019-05,1036,2015,1006
충남,,2019-06,3004,97,771
충남,,2019-07,2939,,2827
충남,,2019-08,379,1640,498
충남,,2019-09,39,1119,119
충남,,2019-10,461,829,182
충남,,2019-11,2018,1362,900
충남,,2019-12,5429,8577,902
충남,,2020-01,18,741,623
충남,,2020-02,2649,1314,48
충남,,2020-03,2166,933,454
충남,,2020-04,627,2577,2861
충남,,2020-05,1770,1875,1319
충남,,2020-06,411,1928,1540
충남,,2020-07,3847,1463,2301
충남,,2020-08,3041,4103,1075
충남,,2020-09,245,3765,
충남,,2020-10,143,1147,1025
충남,,2020-11,1403,4411,1141
충남,,2020-12,2271,4313,1454
충남,,2021-01,1020,600,3893
충남,,2021-02,1246,1797,258
충남,,2021-03,3052,5071,
충남,,2021-04,2468,4146,1373
충남,,2021-05,771,764,1920
충남,,2021-06,2196,3083,746
충남,,2021-07,0,3359,1397
충남,,2021-08,667,1142,
충남,,2021-09,1910,1764,
충남,,2021-10,2694,1619,408
충남,,2021-11,2877,3246,18
충남,,2021-12,4297,3359,548
충남,,2022-01,1773,195,2040
충남,,2022-02,4517,2166,50
충남,,2022-03,0,299,1166
충남,,2022-04,3053,824,1469
충남,,2022-05,6746,752,5650
충남,,2022-06,4652,1748,1559
충남,,2022-07,1145,2284,4091
충남,,2022-08,1143,2695,1564
충남,,2022-09,4310,3717,3321
충남,,2022-10,1350,3339,1454
충남,,2022-11,1141,1600,1019
충남,,2022-12,4851,954,4335
충남,,2023-01,3396,1266,1489
충남,,2023-02,1868,409,1620
충남,,2023-03,4484,,998
충남,,2023-04,1572,,1794
충남,,2023-05,1416,16,2675
충남,,2023-06,760,1060,969
충남,,2023-07,1636,,5380
충남,,2023-08,1699,,1829
충남,,2023-09,1097,493,2250
충남,,2023-10,1368,1653,2524
충남,,2023-11,549,3735,
충남,,2023-12,3768,182,7488
충남,,2024-01,1678,1681,2299
충남,,2024-02,1079,504,1910
충남,,2024-03,1097,,2318
충남,,2024-04,3527,823,
충남,,2024-05,2889,585,
충남,,2024-06,5197,2843,950
충남,,2024-07,1037,267,3114
충남,,2024-08,1438,,1149
충남,,2024-09,2023,1163,1973
충남,,2024-10,954,2173,239
충남,,2024-11,1100,4200,816
충남,,2024-12,4820,4589,3753
충남,,2025-01,1917,1763,3073
충남,,2025-02,310,244,2697
충남,,2025-03,0,0,831
충남,,2025-04,581,0,975
충남,,2025-05,4403,0,0
충남,,2025-06,0,0,2187
충남,,2025-07,1568,27,1016
충남,,2025-08,3525,1476,1862
충남,,2025-09,5557,3507,0
충남,,2025-10,4728,1541,2467
충남,,2025-11,3621,727,0
충남,,2025-12,3863,4060,752
충남,,2026-01,947,895,787
충남,,2026-02,0,2266,1588
충남,,2026-03,621,1460,1060
충남,,2026-04,1290,2443,438
충남,,2026-05,0,2244,70
충남,,2026-06,0,1534,0
충남,,2026-07,2035,0,2312
전북,,2007-01,762,,
전북,,2007-02,466,,
전북,,2007-03,400,,
전북,,2007-04,89,,
전북,,2007-05,0,,
전북,,2007-06,604,,
전북,,2007-07,0,,
전북,,2007-08,78,,
전북,,2007-09,0,,
전북,,2007-10,996,,
전북,,2007-11,1704,,
전북,,2007-12,3607,,
전북,,2008-01,0,,
전북,,2008-02,19,,
전북,,2008-03,15,,
전북,,2008-04,1216,,
전북,,2008-05,0,,
전북,,2008-06,314,,
전북,,2008-07,902,,
전북,,2008-08,0,,
전북,,2008-09,1999,,
전북,,2008-10,954,,
전북,,2008-11,438,,
전북,,2008-12,2750,,
전북,,2009-01,0,,
전북,,2009-02,892,,
전북,,2009-03,614,,
전북,,2009-04,0,,
전북,,2009-05,0,,
전북,,2009-06,1624,,
전북,,2009-07,2561,,
전북,,2009-08,0,,
전북,,2009-09,0,,
전북,,2009-10,784,,
전북,,2009-11,0,,
전북,,2009-12,1656,,
전북,,2010-01,0,,
전북,,2010-02,0,,
전북,,2010-03,820,,
전북,,2010-04,881,,
전북,,2010-05,293,,
전북,,2010-06,0,,
전북,,2010-07,0,,
전북,,2010-08,14,,768
전북,,2010-09,464,,19
전북,,2010-10,400,,0
전북,,2010-11,44,,676
전북,,2010-12,5152,,4250
전북,,2011-01,0,0,14
전북,,2011-02,0,32,1414
전북,,2011-03,0,0,570
전북,,2011-04,0,2018,1031
전북,,2011-05,49,319,1363
전북,,2011-06,38,0,0
전북,,2011-07,449,183,143
전북,,2011-08,90,24,0
전북,,2011-09,215,97,201
전북,,2011-10,2679,1564,614
전북,,2011-11,951,1142,0
전북,,2011-12,4629,3064,44
전북,,2012-01,1199,0,408
전북,,2012-02,814,1044,0
전북,,2012-03,880,1084,14
전북,,2012-04,1279,848,0
전북,,2012-05,503,402,
전북,,2012-06,1163,2523,2384
전북,,2012-07,722,247,49
전북,,2012-08,1391,1561,919
전북,,2012-09,1609,241,50
전북,,2012-10,1532,689,595
전북,,2012-11,132,2217,1886
전북,,2012-12,6192,1891,1896
전북,,2013-01,27,228,849
전북,,2013-02,409,2169,0
전북,,2013-03,2004,14,95
전북,,2013-04,29,1136,178
전북,,2013-05,532,569,109
전북,,2013-06,351,410,24
전북,,2013-07,993,731,0
전북,,2013-08,229,0,290
전북,,2013-09,1149,737,506
전북,,2013-10,292,247,1622
전북,,2013-11,1124,1048,0
전북,,2013-12,118,498,3196
전북,,2014-01,509,1302,948
전북,,2014-02,72,466,1081
전북,,2014-03,2456,72,113
전북,,2014-04,2640,2233,667
전북,,2014-05,820,889,56
전북,,2014-06,23,230,2044
전북,,2014-07,0,1382,417
전북,,2014-08,20,377,1820
전북,,2014-09,111,508,495
전북,,2014-10,685,47,2515
전북,,2014-11,1311,456,1410
전북,,2014-12,1498,463,230
전북,,2015-01,1225,437,2409
전북,,2015-02,741,,721
전북,,2015-03,0,1176,719
전북,,2015-04,0,1541,
전북,,2015-05,1914,641,176
전북,,2015-06,1071,,1030
전북,,2015-07,2881,548,1393
전북,,2015-08,5266,511,1492
전북,,2015-09,553,1951,1115
전북,,2015-10,511,5095,1176
전북,,2015-11,545,1023,375
전북,,2015-12,141,923,811
전북,,2016-01,805,328,1175
전북,,2016-02,864,780,1110
전북,,2016-03,4256,872,942
전북,,2016-04,544,154,343
전북,,2016-05,1809,1958,63
전북,,2016-06,2063,,1091
전북,,2016-07,193,1753,350
전북,,2016-08,1195,1724,371
전북,,2016-09,916,1206,617
전북,,2016-10,831,,509
전북,,2016-11,1448,1316,1122
전북,,2016-12,7053,2041,457
전북,,2017-01,888,1263,
전북,,2017-02,1319,14,
전북,,2017-03,364,2440,872
전북,,2017-04,933,704,455
전북,,2017-05,910,591,178
전북,,2017-06,1364,1284,1832
전북,,2017-07,120,932,
전북,,2017-08,1793,1955,91
전북,,2017-09,28,677,
전북,,2017-10,1578,1700,1257
전북,,2017-11,281,2323,371
전북,,2017-12,1689,2471,1844
전북,,2018-01,794,570,3230
전북,,2018-02,120,721,1951
전북,,2018-03,0,872,1414
전북,,2018-04,18,1615,895
전북,,2018-05,1328,223,
전북,,2018-06,0,,1351
전북,,2018-07,985,598,1079
전북,,2018-08,26,1012,856
전북,,2018-09,1823,,171
전북,,2018-10,0,633,518
전북,,2018-11,100,18,1147
전북,,2018-12,2983,2246,1787
전북,,2019-01,,,3159
전북,,2019-02,,,1718
전북,,2019-03,0,121,644
전북,,2019-04,400,3097,75
전북,,2019-05,719,446,50
전북,,2019-06,0,141,1120
전북,,2019-07,92,,68
전북,,2019-08,913,1382,112
전북,,2019-09,0,28,2646
전북,,2019-10,2674,2059,1130
전북,,2019-11,1798,2376,2435
전북,,2019-12,553,2974,255
전북,,2020-01,902,,1608
전북,,2020-02,674,830,389
전북,,2020-03,309,1163,826
전북,,2020-04,506,,1813
전북,,2020-05,0,309,1716
전북,,2020-06,552,386,1530
전북,,2020-07,1872,,1881
전북,,2020-08,0,527,1101
전북,,2020-09,516,1587,350
전북,,2020-10,2319,1001,
전북,,2020-11,1008,768,
전북,,2020-12,1464,3400,2616
전북,,2021-01,1639,152,154
전북,,2021-02,120,126,323
전북,,2021-03,1340,231,813
전북,,2021-04,1370,1804,160
전북,,2021-05,188,322,1111
전북,,2021-06,2071,794,595
전북,,2021-07,268,546,26
전북,,2021-08,3518,188,998
전북,,2021-09,504,,240
전북,,2021-10,2172,748,1851
전북,,2021-11,0,3709,
전북,,2021-12,2221,3164,522
전북,,2022-01,462,,242
전북,,2022-02,1046,,
전북,,2022-03,1018,1222,
전북,,2022-04,2250,1298,369
전북,,2022-05,3714,168,3276
전북,,2022-06,362,388,1485
전북,,2022-07,1477,911,601
전북,,2022-08,2960,873,
전북,,2022-09,568,1835,1124
전북,,2022-10,2746,1059,
전북,,2022-11,926,569,669
전북,,2022-12,2682,1185,2483
전북,,2023-01,3701,,1003
전북,,2023-02,244,314,1405
전북,,2023-03,987,1022,499
전북,,2023-04,781,758,986
전북,,2023-05,40,497,783
전북,,2023-06,3419,,1549
전북,,2023-07,99,516,891
전북,,2023-08,0,423,372
전북,,2023-09,364,,1402
전북,,2023-10,256,722,726
전북,,2023-11,1128,2170,
전북,,2023-12,1599,1416,
전북,,2024-01,528,378,1266
전북,,2024-02,582,278,413
전북,,2024-03,0,,188
전북,,2024-04,0,1159,898
전북,,2024-05,475,,874
전북,,2024-06,300,175,
전북,,2024-07,132,198,
전북,,2024-08,1251,40,1566
전북,,2024-09,0,,2472
전북,,2024-10,109,300,2053
전북,,2024-11,88,2469,523
전북,,2024-12,1880,878,688
전북,,2025-01,0,0,1382
전북,,2025-02,0,0,1708
전북,,2025-03,2383,471,214
전북,,2025-04,314,0,0
전북,,2025-05,616,1236,874
전북,,2025-06,200,0,219
전북,,2025-07,0,1334,1035
전북,,2025-08,244,0,1447
전북,,2025-09,3554,1111,0
전북,,2025-10,339,0,569
전북,,2025-11,352,244,1577
전북,,2025-12,256,716,419
전북,,2026-01,0,572,892
전북,,2026-02,282,0,0
전북,,2026-03,2035,0,298
전북,,2026-04,0,654,873
전북,,2026-05,1366,0,0
전북,,2026-06,20,0,0
전북,,2026-07,149,0,278
전남,,2007-01,20,,
전남,,2007-02,288,,
전남,,2007-03,53,,
전남,,2007-04,829,,
전남,,2007-05,0,,
전남,,2007-06,2768,,
전남,,2007-07,1402,,
전남,,2007-08,493,,
전남,,2007-09,1460,,
전남,,2007-10,1333,,
전남,,2007-11,2058,,
전남,,2007-12,552,,
전남,,2008-01,0,,
전남,,2008-02,42,,
전남,,2008-03,630,,
전남,,2008-04,467,,
전남,,2008-05,30,,
전남,,2008-06,96,,
전남,,2008-07,14,,
전남,,2008-08,678,,
전남,,2008-09,0,,
전남,,2008-10,140,,
전남,,2008-11,0,,
전남,,2008-12,4768,,
전남,,2009-01,0,,
전남,,2009-02,125,,
전남,,2009-03,0,,
전남,,2009-04,210,,
전남,,2009-05,29,,
전남,,2009-06,1120,,
전남,,2009-07,86,,
전남,,2009-08,1023,,
전남,,2009-09,37,,
전남,,2009-10,0,,
전남,,2009-11,0,,
전남,,2009-12,1554,,
전남,,2010-01,12,,
전남,,2010-02,96,,
전남,,2010-03,0,,
전남,,2010-04,1692,,
전남,,2010-05,0,,
전남,,2010-06,1226,,
전남,,2010-07,2241,,
전남,,2010-08,31,,456
전남,,2010-09,1620,,647
전남,,2010-10,767,,0
전남,,2010-11,1056,,843
전남,,2010-12,3486,,830
전남,,2011-01,66,0,0
전남,,2011-02,0,256,0
전남,,2011-03,859,0,1335
전남,,2011-04,1176,61,493
전남,,2011-05,1388,284,886
전남,,2011-06,892,803,35
전남,,2011-07,506,2692,421
전남,,2011-08,747,1166,630
전남,,2011-09,325,405,0
전남,,2011-10,207,922,249
전남,,2011-11,194,1964,29
전남,,2011-12,1154,1740,241
전남,,2012-01,1036,384,32
전남,,2012-02,0,304,664
전남,,2012-03,1461,748,685
전남,,2012-04,630,184,45
전남,,2012-05,5365,2586,100
전남,,2012-06,374,1527,0
전남,,2012-07,461,1340,19
전남,,2012-08,142,114,0
전남,,2012-09,1055,1412,24
전남,,2012-10,788,43,274
전남,,2012-11,381,1223,1471
전남,,2012-12,2407,4727,1774
전남,,2013-01,170,257,3279
전남,,2013-02,440,40,196
전남,,2013-03,1381,104,107
전남,,2013-04,201,738,1066
전남,,2013-05,53,920,457
전남,,2013-06,1298,316,515
전남,,2013-07,92,80,762
전남,,2013-08,338,1804,149
전남,,2013-09,332,338,580
전남,,2013-10,708,886,1725
전남,,2013-11,2546,158,1731
전남,,2013-12,5648,3398,2050
전남,,2014-01,1038,801,435
전남,,2014-02,3244,307,2774
전남,,2014-03,632,2902,208
전남,,2014-04,888,3565,1508
전남,,2014-05,13,386,496
전남,,2014-06,616,2353,812
전남,,2014-07,48,264,2288
전남,,2014-08,252,48,1358
전남,,2014-09,218,1105,170
전남,,2014-10,960,411,920
전남,,2014-11,663,355,203
전남,,2014-12,1400,1400,98
전남,,2015-01,214,1006,1339
전남,,2015-02,16,573,243
전남,,2015-03,1669,16,1100
전남,,2015-04,399,420,169
전남,,2015-05,234,285,1230
전남,,2015-06,914,265,614
전남,,2015-07,1307,147,1979
전남,,2015-08,1679,829,973
전남,,2015-09,456,2827,55
전남,,2015-10,0,2344,2477
전남,,2015-11,190,433,717
전남,,2015-12,1804,902,2134
전남,,2016-01,276,450,341
전남,,2016-02,1630,232,177
전남,,2016-03,590,1724,452
전남,,2016-04,1042,851,801
전남,,2016-05,2063,356,1120
전남,,2016-06,431,1972,2810
전남,,2016-07,260,241,1176
전남,,2016-08,1321,498,192
전남,,2016-09,1212,82,1036
전남,,2016-10,1463,1263,1683
전남,,2016-11,1640,2469,482
전남,,2016-12,1257,530,1501
전남,,2017-01,,740,60
전남,,2017-02,,310,18
전남,,2017-03,2383,1307,1083
전남,,2017-04,0,221,433
전남,,2017-05,612,229,90
전남,,2017-06,822,48,444
전남,,2017-07,1218,412,16
전남,,2017-08,890,160,911
전남,,2017-09,964,452,1965
전남,,2017-10,2354,252,2165
전남,,2017-11,1451,3617,299
전남,,2017-12,4510,5226,1738
전남,,2018-01,346,693,554
전남,,2018-02,1171,127,859
전남,,2018-03,134,18,261
전남,,2018-04,1721,1682,194
전남,,2018-05,1074,1628,1164
전남,,2018-06,548,656,187
전남,,2018-07,1697,969,349
전남,,2018-08,509,905,252
전남,,2018-09,0,99,1431
전남,,2018-10,984,465,652
전남,,2018-11,463,1284,1128
전남,,2018-12,1209,1913,55
전남,,2019-01,137,50,846
전남,,2019-02,2079,116,42
전남,,2019-03,772,533,2074
전남,,2019-04,1086,2482,1091
전남,,2019-05,1511,1724,538
전남,,2019-06,1158,1143,362
전남,,2019-07,312,2030,1405
전남,,2019-08,1363,1505,922
전남,,2019-09,1520,969,658
전남,,2019-10,2466,1706,491
전남,,2019-11,230,105,395
전남,,2019-12,1011,366,233
전남,,2020-01,1321,2437,
전남,,2020-02,26,45,623
전남,,2020-03,1544,1723,612
전남,,2020-04,296,505,700
전남,,2020-05,2764,704,221
전남,,2020-06,160,361,1787
전남,,2020-07,632,1553,2920
전남,,2020-08,404,848,2914
전남,,2020-09,1886,1865,1186
전남,,2020-10,460,1474,751
전남,,2020-11,839,1646,998
전남,,2020-12,1012,1982,785
전남,,2021-01,36,398,410
전남,,2021-02,1836,597,1222
전남,,2021-03,583,1613,416
전남,,2021-04,4011,282,356
전남,,2021-05,2734,,1004
전남,,2021-06,4024,36,1071
전남,,2021-07,2501,1883,1877
전남,,2021-08,70,1938,534
전남,,2021-09,2457,2494,111
전남,,2021-10,1957,985,1914
전남,,2021-11,2414,1418,2489
전남,,2021-12,753,5077,1274
전남,,2022-01,1098,725,909
전남,,2022-02,1320,569,975
전남,,2022-03,768,564,828
전남,,2022-04,563,1687,1487
전남,,2022-05,1365,493,88
전남,,2022-06,1366,2052,18
전남,,2022-07,804,68,150
전남,,2022-08,1541,1628,1239
전남,,2022-09,2687,153,1229
전남,,2022-10,899,224,2492
전남,,2022-11,1741,232,96
전남,,2022-12,3113,618,1759
전남,,2023-01,,,2121
전남,,2023-02,,226,632
전남,,2023-03,626,770,1949
전남,,2023-04,2110,,727
전남,,2023-05,2472,126,752
전남,,2023-06,3853,226,282
전남,,2023-07,815,,593
전남,,2023-08,279,3784,272
전남,,2023-09,498,,983
전남,,2023-10,1759,72,350
전남,,2023-11,453,136,1062
전남,,2023-12,2330,1344,664
전남,,2024-01,85,742,648
전남,,2024-02,557,1391,363
전남,,2024-03,818,64,
전남,,2024-04,405,202,317
전남,,2024-05,0,70,2471
전남,,2024-06,128,997,1468
전남,,2024-07,43,475,3042
전남,,2024-08,0,,88
전남,,2024-09,0,,152
전남,,2024-10,0,94,2512
전남,,2024-11,240,782,264
전남,,2024-12,281,2828,1955
전남,,2025-01,1676,0,1671
전남,,2025-02,0,0,1591
전남,,2025-03,60,0,0
전남,,2025-04,1849,240,261
전남,,2025-05,306,0,456
전남,,2025-06,0,937,1658
전남,,2025-07,683,32,570
전남,,2025-08,-1,793,0
전남,,2025-09,856,305,826
전남,,2025-10,309,278,460
전남,,2025-11,1392,665,0
전남,,2025-12,1919,1343,1333
전남,,2026-01,935,249,72
전남,,2026-02,677,0,0
전남,,2026-03,148,1679,0
전남,,2026-04,203,626,419
전남,,2026-05,0,1031,180
전남,,2026-06,1051,677,0
경북,,2007-01,169,,
경북,,2007-02,1903,,
경북,,2007-03,1638,,
경북,,2007-04,383,,
경북,,2007-05,36,,
경북,,2007-06,474,,
경북,,2007-07,2904,,
경북,,2007-08,608,,
경북,,2007-09,2276,,
경북,,2007-10,4853,,
경북,,2007-11,369,,
경북,,2007-12,1744,,
경북,,2008-01,0,,
경북,,2008-02,315,,
경북,,2008-03,967,,
경북,,2008-04,109,,
경북,,2008-05,621,,
경북,,2008-06,177,,
경북,,2008-07,1294,,
경북,,2008-08,1497,,
경북,,2008-09,1372,,
경북,,2008-10,450,,
경북,,2008-11,442,,
경북,,2008-12,2095,,
경북,,2009-01,357,,
경북,,2009-02,0,,
경북,,2009-03,331,,
경북,,2009-04,2437,,
경북,,2009-05,1130,,
경북,,2009-06,660,,
경북,,2009-07,14,,
경북,,2009-08,0,,
경북,,2009-09,248,,
경북,,2009-10,297,,
경북,,2009-11,0,,
경북,,2009-12,593,,
경북,,2010-01,224,,
경북,,2010-02,85,,
경북,,2010-03,148,,
경북,,2010-04,31,,
경북,,2010-05,86,,
경북,,2010-06,1256,,
경북,,2010-07,240,,
경북,,2010-08,246,,1560
경북,,2010-09,387,,17
경북,,2010-10,302,,1739
경북,,2010-11,1793,,1077
경북,,2010-12,1388,,2138
경북,,2011-01,499,57,179
경북,,2011-02,1284,32,113
경북,,2011-03,75,74,603
경북,,2011-04,36,1060,0
경북,,2011-05,903,118,1433
경북,,2011-06,784,4,1086
경북,,2011-07,145,363,34
경북,,2011-08,315,487,622
경북,,2011-09,923,1030,966
경북,,2011-10,1094,628,687
경북,,2011-11,66,292,1114
경북,,2011-12,663,2532,923
경북,,2012-01,788,109,456
경북,,2012-02,1194,45,290
경북,,2012-03,436,2559,168
경북,,2012-04,399,75,79
경북,,2012-05,378,18,180
경북,,2012-06,429,590,40
경북,,2012-07,1289,91,803
경북,,2012-08,862,1362,80
경북,,2012-09,3103,1531,1635
경북,,2012-10,1458,745,12
경북,,2012-11,330,2108,62
경북,,2012-12,1501,1416,-922
경북,,2013-01,1081,1264,1521
경북,,2013-02,66,872,546
경북,,2013-03,118,1250,275
경북,,2013-04,1363,1553,526
경북,,2013-05,1173,2268,203
경북,,2013-06,229,1859,719
경북,,2013-07,971,1240,309
경북,,2013-08,123,471,740
경북,,2013-09,2670,141,326
경북,,2013-10,3296,1582,1387
경북,,2013-11,128,3065,2116
경북,,2013-12,1058,-966,1398
경북,,2014-01,3730,1227,553
경북,,2014-02,386,1270,1394
경북,,2014-03,535,1974,174
경북,,2014-04,2906,1335,238
경북,,2014-05,1089,135,1433
경북,,2014-06,3119,3476,1411
경북,,2014-07,699,4998,698
경북,,2014-08,5194,90,570
경북,,2014-09,2905,3194,81
경북,,2014-10,1088,3415,636
경북,,2014-11,5688,2472,1085
경북,,2014-12,897,3595,970
경북,,2015-01,962,2198,129
경북,,2015-02,1253,91,1731
경북,,2015-03,3711,2704,1626
경북,,2015-04,2936,1372,1332
경북,,2015-05,3569,4072,2291
경북,,2015-06,2378,2487,1350
경북,,2015-07,5487,1680,1029
경북,,2015-08,2542,3351,830
경북,,2015-09,3289,2035,1426
경북,,2015-10,7024,3418,1900
경북,,2015-11,4999,4540,1965
경북,,2015-12,3625,5103,3180
경북,,2016-01,126,1098,688
경북,,2016-02,2287,1307,4762
경북,,2016-03,2642,1209,1808
경북,,2016-04,1657,1707,1192
경북,,2016-05,2840,2403,597
경북,,2016-06,768,917,864
경북,,2016-07,3229,950,1759
경북,,2016-08,3390,2282,1040
경북,,2016-09,3811,3812,1755
경북,,2016-10,1230,1381,874
경북,,2016-11,474,3408,1177
경북,,2016-12,1827,3502,2843
경북,,2017-01,424,1055,277
경북,,2017-02,3480,1240,1994
경북,,2017-03,40,650,1593
경북,,2017-04,572,27,115
경북,,2017-05,396,2873,536
경북,,2017-06,84,2544,6199
경북,,2017-07,2222,201,2969
경북,,2017-08,2522,388,4101
경북,,2017-09,2997,,1067
경북,,2017-10,1022,,636
경북,,2017-11,492,608,2921
경북,,2017-12,2890,1690,298
경북,,2018-01,157,1910,2749
경북,,2018-02,74,250,4163
경북,,2018-03,2102,50,3137
경북,,2018-04,2257,24,753
경북,,2018-05,2460,3460,4750
경북,,2018-06,3983,51,1442
경북,,2018-07,2626,868,2068
경북,,2018-08,765,1870,1932
경북,,2018-09,21,1712,1868
경북,,2018-10,783,676,1508
경북,,2018-11,0,581,742
경북,,2018-12,2787,1238,2421
경북,,2019-01,,508,4514
경북,,2019-02,,110,2596
경북,,2019-03,9,499,3650
경북,,2019-04,485,190,2341
경북,,2019-05,271,26,753
경북,,2019-06,1651,19,
경북,,2019-07,787,612,702
경북,,2019-08,123,14,980
경북,,2019-09,57,,144
경북,,2019-10,861,228,2099
경북,,2019-11,166,,736
경북,,2019-12,663,3447,1593
경북,,2020-01,14,,1706
경북,,2020-02,18,111,1943
경북,,2020-03,614,286,203
경북,,2020-04,1672,1925,1399
경북,,2020-05,0,153,1395
경북,,2020-06,0,1076,153
경북,,2020-07,645,,1298
경북,,2020-08,20,2403,14
경북,,2020-09,0,174,1025
경북,,2020-10,32,2350,854
경북,,2020-11,65,3770,2528
경북,,2020-12,3053,3948,22
경북,,2021-01,,631,
경북,,2021-02,,12,2185
경북,,2021-03,1691,,1870
경북,,2021-04,921,2827,683
경북,,2021-05,106,2094,
경북,,2021-06,230,2372,1427
경북,,2021-07,3208,1408,99
경북,,2021-08,5404,944,655
경북,,2021-09,1364,1968,860
경북,,2021-10,4717,5265,770
경북,,2021-11,1455,3372,19
경북,,2021-12,3432,5231,1193
경북,,2022-01,5781,350,765
경북,,2022-02,335,118,215
경북,,2022-03,3677,697,420
경북,,2022-04,3921,,500
경북,,2022-05,1321,3995,
경북,,2022-06,1095,2616,
경북,,2022-07,2931,4846,169
경북,,2022-08,4548,329,
경북,,2022-09,2264,2085,
경북,,2022-10,2699,203,489
경북,,2022-11,0,1883,787
경북,,2022-12,2114,246,792
경북,,2023-01,3154,56,280
경북,,2023-02,1522,483,581
경북,,2023-03,1449,,29
경북,,2023-04,1563,,1787
경북,,2023-05,2667,,
경북,,2023-06,2413,,2088
경북,,2023-07,921,123,902
경북,,2023-08,816,2697,19
경북,,2023-09,1154,1550,35
경북,,2023-10,0,,1242
경북,,2023-11,1520,1643,719
경북,,2023-12,1316,96,3444
경북,,2024-01,1200,30,
경북,,2024-02,1353,,2609
경북,,2024-03,3443,,5558
경북,,2024-04,0,491,2430
경북,,2024-05,1020,,617
경북,,2024-06,736,,1998
경북,,2024-07,0,29,635
경북,,2024-08,718,,1435
경북,,2024-09,655,2388,624
경북,,2024-10,138,,1722
경북,,2024-11,4815,,4464
경북,,2024-12,2413,1510,2927
경북,,2025-01,44,0,0
경북,,2025-02,612,0,1977
경북,,2025-03,1420,44,1142
경북,,2025-04,972,44,1066
경북,,2025-05,0,18,1831
경북,,2025-06,1091,82,6
경북,,2025-07,122,415,56
경북,,2025-08,1313,0,671
경북,,2025-09,243,0,708
경북,,2025-10,264,491,2994
경북,,2025-11,485,0,975
경북,,2025-12,454,1413,200
경북,,2026-01,204,410,0
경북,,2026-02,219,773,47
경북,,2026-03,72,1263,0
경북,,2026-04,1123,555,0
경북,,2026-05,753,3957,3011
경북,,2026-06,610,0,0
경북,,2026-07,2501,0,493
경남,,2007-01,1401,,
경남,,2007-02,2144,,
경남,,2007-03,1737,,
경남,,2007-04,441,,
경남,,2007-05,4598,,
경남,,2007-06,1229,,
경남,,2007-07,956,,
경남,,2007-08,2674,,
경남,,2007-09,1245,,
경남,,2007-10,1795,,
경남,,2007-11,1036,,
경남,,2007-12,6118,,
경남,,2008-01,923,,
경남,,2008-02,270,,
경남,,2008-03,357,,
경남,,2008-04,160,,
경남,,2008-05,3212,,
경남,,2008-06,3197,,
경남,,2008-07,1255,,
경남,,2008-08,252,,
경남,,2008-09,1327,,
경남,,2008-10,1149,,
경남,,2008-11,2481,,
경남,,2008-12,3553,,
경남,,2009-01,0,,
경남,,2009-02,19,,
경남,,2009-03,394,,
경남,,2009-04,160,,
경남,,2009-05,403,,
경남,,2009-06,2344,,
경남,,2009-07,19,,
경남,,2009-08,0,,
경남,,2009-09,3783,,
경남,,2009-10,2470,,
경남,,2009-11,678,,
경남,,2009-12,67,,
경남,,2010-01,400,,
경남,,2010-02,2018,,
경남,,2010-03,1389,,
경남,,2010-04,38,,
경남,,2010-05,822,,
경남,,2010-06,258,,
경남,,2010-07,30,,
경남,,2010-08,285,,49
경남,,2010-09,870,,1329
경남,,2010-10,90,,414
경남,,2010-11,106,,103
경남,,2010-12,3746,,3129
경남,,2011-01,648,271,355
경남,,2011-02,2143,673,194
경남,,2011-03,1874,131,466
경남,,2011-04,2277,3403,484
경남,,2011-05,1595,2738,1334
경남,,2011-06,853,420,963
경남,,2011-07,3935,2344,1008
경남,,2011-08,2315,1223,1368
경남,,2011-09,1855,3693,542
경남,,2011-10,294,3621,2422
경남,,2011-11,1921,4114,127
경남,,2011-12,7310,1101,207
경남,,2012-01,594,1716,458
경남,,2012-02,2978,3036,735
경남,,2012-03,3357,1259,1623
경남,,2012-04,858,82,124
경남,,2012-05,1920,6420,140
경남,,2012-06,5574,2674,589
경남,,2012-07,1403,2150,708
경남,,2012-08,595,1004,962
경남,,2012-09,2431,1831,415
경남,,2012-10,2104,3751,33
경남,,2012-11,-520,581,514
경남,,2012-12,11011,571,1421
경남,,2013-01,5148,260,70
경남,,2013-02,1441,50,654
경남,,2013-03,3076,3330,267
경남,,2013-04,1073,2411,989
경남,,2013-05,1295,1492,2157
경남,,2013-06,237,944,1749
경남,,2013-07,1790,1555,767
경남,,2013-08,2606,376,1560
경남,,2013-09,967,1929,2996
경남,,2013-10,749,924,2343
경남,,2013-11,3988,924,3269
경남,,2013-12,1593,4547,5271
경남,,2014-01,2794,1796,824
경남,,2014-02,1696,1025,208
경남,,2014-03,2043,2796,2667
경남,,2014-04,4473,2152,4744
경남,,2014-05,1776,5241,1051
경남,,2014-06,6345,510,3055
경남,,2014-07,3461,2767,2681
경남,,2014-08,8561,5247,2535
경남,,2014-09,6022,3268,3273
경남,,2014-10,2215,8033,1302
경남,,2014-11,910,3404,900
경남,,2014-12,6841,6185,1955
경남,,2015-01,700,1159,3147
