광역지자체,자치구,연월,인허가(호),착공(호),준공(호)
인천,,2019-07,4136,,92
인천,,2019-08,5958,1201,833
인천,,2019-09,1072,2947,367
인천,,2019-10,3892,6515,965
인천,,2019-11,860,8625,166
인천,,2019-12,4939,7996,1520
인천,,2020-01,3763,1731,33
인천,,2020-02,1090,883,
인천,,2020-03,45,5170,397
인천,,2020-04,26,1254,52
인천,,2020-05,754,5882,181
인천,,2020-06,1602,6278,242
인천,,2020-07,82,6534,976
인천,,2020-08,1275,1746,
인천,,2020-09,2015,162,314
인천,,2020-10,5336,981,879
인천,,2020-11,8178,224,3409
인천,,2020-12,7099,11965,428
인천,,2021-01,1261,1499,1669
인천,,2021-02,483,2189,192
인천,,2021-03,128,5154,920
인천,,2021-04,166,2573,1986
인천,,2021-05,166,1614,793
인천,,2021-06,1533,2105,3120
인천,,2021-07,500,502,4381
인천,,2021-08,2647,1174,3248
인천,,2021-09,1481,1338,936
인천,,2021-10,3401,5572,1646
인천,,2021-11,3474,2115,310
인천,,2021-12,7084,8222,1985
인천,,2022-01,101,1485,4925
인천,,2022-02,0,1848,1584
인천,,2022-03,1423,3047,
인천,,2022-04,875,3237,2786
인천,,2022-05,2473,2271,8544
인천,,2022-06,1541,2181,2945
인천,,2022-07,2621,160,2620
인천,,2022-08,1016,1437,6849
인천,,2022-09,324,340,2161
인천,,2022-10,3479,670,1621
인천,,2022-11,1635,470,2668
인천,,2022-12,2034,2653,2815
인천,,2023-01,1389,356,2339
인천,,2023-02,1711,,4799
인천,,2023-03,191,1406,293
인천,,2023-04,1683,372,3871
인천,,2023-05,3053,856,303
인천,,2023-06,4097,1370,7750
인천,,2023-07,1089,,2446
인천,,2023-08,3032,,1811
인천,,2023-09,2936,1370,1013
인천,,2023-10,732,816,6503
인천,,2023-11,2432,4265,7035
인천,,2023-12,5390,3940,2574
인천,,2024-01,2087,3990,2051
인천,,2024-02,0,2728,166
인천,,2024-03,0,547,3109
인천,,2024-04,1273,3053,131
인천,,2024-05,1136,2708,
인천,,2024-06,979,709,1040
인천,,2024-07,0,1001,
인천,,2024-08,2038,3393,2371
인천,,2024-09,1383,2234,8202
인천,,2024-10,3249,3698,2584
인천,,2024-11,0,2748,2804
인천,,2024-12,7585,1633,5122
인천,,2025-01,1261,0,2954
인천,,2025-02,373,0,0
인천,,2025-03,180,660,3696
인천,,2025-04,5219,3270,1938
인천,,2025-05,1448,1010,0
인천,,2025-06,483,1048,1816
인천,,2025-07,861,0,1824
인천,,2025-08,2812,0,2218
인천,,2025-09,2803,3308,0
인천,,2025-10,1553,1199,1389
인천,,2025-11,601,1898,851
인천,,2025-12,7794,5078,801
인천,,2026-01,0,91,1321
인천,,2026-02,1110,324,856
인천,,2026-03,2138,1544,902
인천,,2026-04,2377,4463,1153
인천,,2026-05,1728,2020,400
인천,,2026-06,0,4752,2083
인천,,2026-07,1354,213,2692
광주,,2007-01,927,,
광주,,2007-02,1041,,
광주,,2007-03,1139,,
광주,,2007-04,105,,
광주,,2007-05,2086,,
광주,,2007-06,71,,
광주,,2007-07,1484,,
광주,,2007-08,382,,
광주,,2007-09,1012,,
광주,,2007-10,2819,,
광주,,2007-11,2293,,
광주,,2007-12,-1330,,
광주,,2008-01,0,,
광주,,2008-02,0,,
광주,,2008-03,2710,,
광주,,2008-04,19,,
광주,,2008-05,0,,
광주,,2008-06,-2710,,
광주,,2008-07,0,,
광주,,2008-08,0,,
광주,,2008-09,244,,
광주,,2008-10,0,,
광주,,2008-11,1279,,
광주,,2008-12,1650,,
광주,,2009-01,0,,
광주,,2009-02,510,,
광주,,2009-03,0,,
광주,,2009-04,0,,
광주,,2009-05,25,,
광주,,2009-06,0,,
광주,,2009-07,721,,
광주,,2009-08,0,,
광주,,2009-09,0,,
광주,,2009-10,192,,
광주,,2009-11,818,,
광주,,2009-12,2016,,
광주,,2010-01,0,,
광주,,2010-02,0,,
광주,,2010-03,0,,
광주,,2010-04,442,,
광주,,2010-05,1175,,
광주,,2010-06,0,,
광주,,2010-07,0,,
광주,,2010-08,0,,1542
광주,,2010-09,0,,0
광주,,2010-10,236,,1116
광주,,2010-11,160,,0
광주,,2010-12,1530,,1824
광주,,2011-01,580,0,442
광주,,2011-02,63,0,0
광주,,2011-03,130,0,1215
광주,,2011-04,488,554,0
광주,,2011-05,1900,0,0
광주,,2011-06,1135,663,1666
광주,,2011-07,2436,1039,671
광주,,2011-08,275,3843,0
광주,,2011-09,321,312,1078
광주,,2011-10,265,0,1692
광주,,2011-11,1802,124,794
광주,,2011-12,4206,847,380
광주,,2012-01,466,1804,0
광주,,2012-02,951,2260,0
광주,,2012-03,1816,757,0
광주,,2012-04,1196,359,88
광주,,2012-05,980,1181,70
광주,,2012-06,1817,1344,72
광주,,2012-07,2795,632,1979
광주,,2012-08,158,4229,586
광주,,2012-09,1934,870,0
광주,,2012-10,551,2108,0
광주,,2012-11,1180,1145,344
광주,,2012-12,2079,1053,791
광주,,2013-01,1231,598,72
광주,,2013-02,0,965,354
광주,,2013-03,192,0,428
광주,,2013-04,240,1924,1934
광주,,2013-05,132,215,831
광주,,2013-06,1096,181,1147
광주,,2013-07,44,192,141
광주,,2013-08,275,138,428
광주,,2013-09,0,88,607
광주,,2013-10,496,275,1514
광주,,2013-11,602,536,40
광주,,2013-12,1374,415,1742
광주,,2014-01,,,817
광주,,2014-02,,827,833
광주,,2014-03,597,1908,818
광주,,2014-04,526,414,839
광주,,2014-05,1408,1410,2876
광주,,2014-06,0,743,1110
광주,,2014-07,1669,1243,2148
광주,,2014-08,312,806,307
광주,,2014-09,368,1784,1237
광주,,2014-10,0,1572,252
광주,,2014-11,2353,1202,504
광주,,2014-12,2435,1091,592
광주,,2015-01,42,213,1462
광주,,2015-02,497,,806
광주,,2015-03,244,932,735
광주,,2015-04,70,789,192
광주,,2015-05,1992,568,
광주,,2015-06,462,422,43
광주,,2015-07,1364,713,1590
광주,,2015-08,718,1545,
광주,,2015-09,3480,83,716
광주,,2015-10,278,712,309
광주,,2015-11,2104,636,
광주,,2015-12,2625,1628,601
광주,,2016-01,299,2185,623
광주,,2016-02,516,582,161
광주,,2016-03,1971,,706
광주,,2016-04,1097,3168,2963
광주,,2016-05,2526,1693,1014
광주,,2016-06,4010,364,147
광주,,2016-07,301,125,551
광주,,2016-08,0,2601,764
광주,,2016-09,3406,491,1134
광주,,2016-10,5069,,
광주,,2016-11,836,3365,216
광주,,2016-12,3790,1732,1388
광주,,2017-01,3553,869,1646
광주,,2017-02,3305,2242,774
광주,,2017-03,2166,3539,1176
광주,,2017-04,1308,1052,739
광주,,2017-05,2352,2024,468
광주,,2017-06,2550,22,2184
광주,,2017-07,197,1358,683
광주,,2017-08,2466,1817,691
광주,,2017-09,533,3380,2438
광주,,2017-10,0,1461,341
광주,,2017-11,0,835,198
광주,,2017-12,1695,1303,1760
광주,,2018-01,122,,716
광주,,2018-02,1218,,1184
광주,,2018-03,0,857,268
광주,,2018-04,382,,977
광주,,2018-05,656,382,40
광주,,2018-06,1647,500,1263
광주,,2018-07,5226,629,
광주,,2018-08,167,144,767
광주,,2018-09,271,,1995
광주,,2018-10,0,2287,516
광주,,2018-11,35,427,22
광주,,2018-12,361,2318,358
광주,,2019-01,875,270,1706
광주,,2019-02,883,,1990
광주,,2019-03,3778,122,1074
광주,,2019-04,1171,778,176
광주,,2019-05,729,855,880
광주,,2019-06,0,2153,4435
광주,,2019-07,142,2090,102
광주,,2019-08,461,2220,842
광주,,2019-09,1067,,1805
광주,,2019-10,156,555,434
광주,,2019-11,1429,2915,643
광주,,2019-12,6126,2248,2116
광주,,2020-01,286,,
광주,,2020-02,279,344,1729
광주,,2020-03,1096,555,2263
광주,,2020-04,1061,219,652
광주,,2020-05,1248,1160,1196
광주,,2020-06,609,428,602
광주,,2020-07,1380,1910,723
광주,,2020-08,1169,,
광주,,2020-09,1301,2642,2836
광주,,2020-10,299,304,313
광주,,2020-11,192,264,461
광주,,2020-12,29,1553,1652
광주,,2021-01,,,644
광주,,2021-02,,213,60
광주,,2021-03,337,1108,594
광주,,2021-04,194,447,482
광주,,2021-05,551,636,740
광주,,2021-06,287,290,1168
광주,,2021-07,1429,373,
광주,,2021-08,0,906,608
광주,,2021-09,29,,936
광주,,2021-10,29,406,
광주,,2021-11,125,375,908
광주,,2021-12,895,1890,
광주,,2022-01,175,1041,1556
광주,,2022-02,0,228,1317
광주,,2022-03,49,53,361
광주,,2022-04,320,294,2069
광주,,2022-05,23,1458,76
광주,,2022-06,57,571,50
광주,,2022-07,1421,398,772
광주,,2022-08,471,22,621
광주,,2022-09,2255,54,529
광주,,2022-10,341,662,4084
광주,,2022-11,1257,3214,
광주,,2022-12,3476,23,121
광주,,2023-01,811,,70
광주,,2023-02,154,917,694
광주,,2023-03,902,338,176
광주,,2023-04,584,397,146
광주,,2023-05,1875,815,568
광주,,2023-06,554,99,86
광주,,2023-07,948,,560
광주,,2023-08,3776,734,
광주,,2023-09,197,2146,24
광주,,2023-10,470,460,397
광주,,2023-11,474,,1118
광주,,2023-12,494,6880,305
광주,,2024-01,240,2608,418
광주,,2024-02,0,,27
광주,,2024-03,535,428,1205
광주,,2024-04,412,,4703
광주,,2024-05,0,,
광주,,2024-06,104,770,40
광주,,2024-07,1742,,414
광주,,2024-08,0,,153
광주,,2024-09,56,,542
광주,,2024-10,0,,
광주,,2024-11,162,,736
광주,,2024-12,1807,,2138
광주,,2025-01,213,0,2731
광주,,2025-02,352,0,751
광주,,2025-03,0,0,1703
광주,,2025-04,1826,56,941
광주,,2025-05,98,0,0
광주,,2025-06,4315,0,175
광주,,2025-07,48,0,78
광주,,2025-08,0,240,0
광주,,2025-09,700,0,565
광주,,2025-10,0,0,0
광주,,2025-11,0,0,0
광주,,2025-12,0,2834,1354
광주,,2026-01,0,162,0
광주,,2026-02,0,0,0
광주,,2026-03,1188,0,3269
광주,,2026-04,0,0,1127
광주,,2026-05,0,0,0
광주,,2026-06,0,569,0
대전,,2007-01,0,,
대전,,2007-02,0,,
대전,,2007-03,0,,
대전,,2007-04,0,,
대전,,2007-05,384,,
대전,,2007-06,360,,
대전,,2007-07,0,,
대전,,2007-08,0,,
대전,,2007-09,0,,
대전,,2007-10,3030,,
대전,,2007-11,1050,,
대전,,2007-12,5537,,
대전,,2008-01,258,,
대전,,2008-02,2656,,
대전,,2008-03,0,,
대전,,2008-04,1529,,
대전,,2008-05,50,,
대전,,2008-06,252,,
대전,,2008-07,0,,
대전,,2008-08,0,,
대전,,2008-09,0,,
대전,,2008-10,885,,
대전,,2008-11,1653,,
대전,,2008-12,6482,,
대전,,2009-01,0,,
대전,,2009-02,645,,
대전,,2009-03,14,,
대전,,2009-04,0,,
대전,,2009-05,0,,
대전,,2009-06,0,,
대전,,2009-07,0,,
대전,,2009-08,0,,
대전,,2009-09,0,,
대전,,2009-10,0,,
대전,,2009-11,0,,
대전,,2009-12,0,,
대전,,2010-01,0,,
대전,,2010-02,0,,
대전,,2010-03,145,,
대전,,2010-04,0,,
대전,,2010-05,293,,
대전,,2010-06,0,,
대전,,2010-07,99,,
대전,,2010-08,268,,1668
대전,,2010-09,307,,897
대전,,2010-10,242,,2559
대전,,2010-11,60,,72
대전,,2010-12,728,,3099
대전,,2011-01,378,518,0
대전,,2011-02,153,100,0
대전,,2011-03,132,587,132
대전,,2011-04,1941,91,732
대전,,2011-05,96,2143,0
대전,,2011-06,169,96,780
대전,,2011-07,396,110,1121
대전,,2011-08,3411,430,1729
대전,,2011-09,7015,2446,890
대전,,2011-10,-1177,4955,4007
대전,,2011-11,3373,619,3417
대전,,2011-12,1725,2381,431
대전,,2012-01,827,344,2622
대전,,2012-02,223,402,70
대전,,2012-03,49,552,147
대전,,2012-04,141,42,662
대전,,2012-05,104,126,701
대전,,2012-06,118,53,111
대전,,2012-07,968,343,27
대전,,2012-08,504,0,112
대전,,2012-09,112,680,1012
대전,,2012-10,299,425,99
대전,,2012-11,-150,162,365
대전,,2012-12,1054,2443,118
대전,,2013-01,109,16,96
대전,,2013-02,0,102,210
대전,,2013-03,0,638,190
대전,,2013-04,0,0,0
대전,,2013-05,128,0,849
대전,,2013-06,1284,194,1246
대전,,2013-07,244,16,0
대전,,2013-08,519,52,296
대전,,2013-09,460,500,1309
대전,,2013-10,1034,1062,1445
대전,,2013-11,0,1566,200
대전,,2013-12,16,1983,72
대전,,2014-01,198,219,96
대전,,2014-02,0,,2905
대전,,2014-03,20,28,957
대전,,2014-04,1339,138,945
대전,,2014-05,794,1221,85
대전,,2014-06,0,1460,2495
대전,,2014-07,0,,322
대전,,2014-08,0,71,1703
대전,,2014-09,0,1142,20
대전,,2014-10,739,228,1771
대전,,2014-11,321,180,25
대전,,2014-12,181,1032,574
대전,,2015-01,143,460,320
대전,,2015-02,994,143,252
대전,,2015-03,1626,1037,
대전,,2015-04,28,46,
대전,,2015-05,623,1805,1189
대전,,2015-06,47,793,1911
대전,,2015-07,183,46,
대전,,2015-08,615,,163
대전,,2015-09,1160,27,106
대전,,2015-10,1296,2774,500
대전,,2015-11,208,215,1178
대전,,2015-12,0,208,83
대전,,2016-01,347,160,143
대전,,2016-02,400,41,460
대전,,2016-03,136,2479,563
대전,,2016-04,19,214,247
대전,,2016-05,66,,1009
대전,,2016-06,3520,21,430
대전,,2016-07,307,312,
대전,,2016-08,0,105,35
대전,,2016-09,973,309,1599
대전,,2016-10,1137,1337,
대전,,2016-11,2785,1072,487
대전,,2016-12,2652,832,252
대전,,2017-01,88,270,512
대전,,2017-02,299,2251,124
대전,,2017-03,0,66,182
대전,,2017-04,202,15,2889
대전,,2017-05,2098,389,179
대전,,2017-06,1641,,611
대전,,2017-07,494,680,866
대전,,2017-08,126,835,
대전,,2017-09,150,78,200
대전,,2017-10,997,411,765
대전,,2017-11,18,,1102
대전,,2017-12,3751,4180,185
대전,,2018-01,54,882,
대전,,2018-02,214,150,461
대전,,2018-03,919,108,124
대전,,2018-04,83,270,1060
대전,,2018-05,108,230,60
대전,,2018-06,0,207,778
대전,,2018-07,1951,140,2176
대전,,2018-08,131,1951,1159
대전,,2018-09,292,363,1345
대전,,2018-10,476,1757,328
대전,,2018-11,14,227,18
대전,,2018-12,409,356,95
대전,,2019-01,3470,83,28
대전,,2019-02,1115,,256
대전,,2019-03,839,2609,
대전,,2019-04,896,28,719
대전,,2019-05,494,299,
대전,,2019-06,8794,2408,1064
대전,,2019-07,176,,486
대전,,2019-08,224,845,2249
대전,,2019-09,0,,501
대전,,2019-10,2354,2940,1241
대전,,2019-11,0,,148
대전,,2019-12,1671,1238,150
대전,,2020-01,1306,20,46
대전,,2020-02,808,,189
대전,,2020-03,2099,430,187
대전,,2020-04,387,2825,1830
대전,,2020-05,0,51,83
대전,,2020-06,3122,322,
대전,,2020-07,1024,386,29
대전,,2020-08,0,,1133
대전,,2020-09,2808,1825,1503
대전,,2020-10,418,1180,296
대전,,2020-11,3343,26,2267
대전,,2020-12,319,2057,97
대전,,2021-01,749,174,
대전,,2021-02,2489,466,
대전,,2021-03,3319,743,
대전,,2021-04,0,953,176
대전,,2021-05,1170,1605,
대전,,2021-06,53,850,
대전,,2021-07,0,2241,
대전,,2021-08,255,934,299
대전,,2021-09,227,174,
대전,,2021-10,871,527,6079
대전,,2021-11,873,1558,55
대전,,2021-12,2220,6231,200
대전,,2022-01,,237,
대전,,2022-02,,65,1022
대전,,2022-03,,4437,1266
대전,,2022-04,5200,232,
대전,,2022-05,1945,,2737
대전,,2022-06,1076,808,15
대전,,2022-07,1428,2338,2055
대전,,2022-08,3111,128,634
대전,,2022-09,400,1794,189
대전,,2022-10,0,1754,760
대전,,2022-11,213,414,1550
대전,,2022-12,1743,100,
대전,,2023-01,680,,24
대전,,2023-02,1939,,419
대전,,2023-03,4151,,1747
대전,,2023-04,2083,,
대전,,2023-05,0,742,490
대전,,2023-06,2160,,110
대전,,2023-07,660,,
대전,,2023-08,0,46,
대전,,2023-09,585,,
대전,,2023-10,562,924,1152
대전,,2023-11,0,818,116
대전,,2023-12,675,2524,
대전,,2024-01,2863,,256
대전,,2024-02,3247,1213,1517
대전,,2024-03,4127,1311,845
대전,,2024-04,2051,1746,2824
대전,,2024-05,864,,
대전,,2024-06,0,3650,1610
대전,,2024-07,1161,4075,1408
대전,,2024-08,140,,998
대전,,2024-09,3436,336,599
대전,,2024-10,3471,2946,655
대전,,2024-11,1499,,2263
대전,,2024-12,5297,3373,
대전,,2025-01,0,0,0
대전,,2025-02,0,1547,5129
대전,,2025-03,3091,0,0
대전,,2025-04,665,652,2539
대전,,2025-05,2622,134,0
대전,,2025-06,140,0,2282
대전,,2025-07,0,-652,175
대전,,2025-08,0,1084,800
대전,,2025-09,1028,41,0
대전,,2025-10,4715,439,936
대전,,2025-11,1902,1324,0
대전,,2025-12,3231,492,138
대전,,2026-01,1665,142,0
대전,,2026-02,980,0,1029
대전,,2026-03,0,2293,264
대전,,2026-04,3172,951,1349
대전,,2026-05,0,274,500
대전,,2026-06,0,0,0
대전,,2026-07,0,0,1754
울산,,2007-01,42,,
울산,,2007-02,1024,,
울산,,2007-03,499,,
울산,,2007-04,2054,,
울산,,2007-05,71,,
울산,,2007-06,1636,,
울산,,2007-07,4101,,
울산,,2007-08,1388,,
울산,,2007-09,3880,,
울산,,2007-10,1035,,
울산,,2007-11,3834,,
울산,,2007-12,3008,,
울산,,2008-01,1010,,
울산,,2008-02,0,,
울산,,2008-03,30,,
울산,,2008-04,192,,
울산,,2008-05,488,,
울산,,2008-06,0,,
울산,,2008-07,70,,
울산,,2008-08,18,,
울산,,2008-09,1239,,
울산,,2008-10,192,,
울산,,2008-11,134,,
울산,,2008-12,1102,,
울산,,2009-01,0,,
울산,,2009-02,0,,
울산,,2009-03,236,,
울산,,2009-04,63,,
울산,,2009-05,18,,
울산,,2009-06,0,,
울산,,2009-07,0,,
울산,,2009-08,1615,,
울산,,2009-09,18,,
울산,,2009-10,0,,
울산,,2009-11,0,,
울산,,2009-12,3358,,
울산,,2010-01,196,,
울산,,2010-02,0,,
울산,,2010-03,0,,
울산,,2010-04,24,,
울산,,2010-05,0,,
울산,,2010-06,0,,
울산,,2010-07,43,,
울산,,2010-08,584,,0
울산,,2010-09,849,,0
울산,,2010-10,193,,806
울산,,2010-11,65,,2890
울산,,2010-12,1009,,317
울산,,2011-01,440,268,672
울산,,2011-02,19,60,0
울산,,2011-03,1103,1438,32
울산,,2011-04,1091,1542,0
울산,,2011-05,484,626,137
울산,,2011-06,108,18,1407
울산,,2011-07,1288,139,402
울산,,2011-08,1665,388,100
울산,,2011-09,69,68,11
울산,,2011-10,48,2465,19
울산,,2011-11,704,14,293
울산,,2011-12,2232,17,50
울산,,2012-01,785,19,54
울산,,2012-02,337,220,0
울산,,2012-03,685,1053,947
울산,,2012-04,49,870,56
울산,,2012-05,1040,941,82
울산,,2012-06,274,2185,105
울산,,2012-07,0,478,2316
울산,,2012-08,1945,343,124
울산,,2012-09,48,2855,16
울산,,2012-10,380,563,0
울산,,2012-11,198,111,47
울산,,2012-12,374,366,97
울산,,2013-01,26,300,24
울산,,2013-02,0,0,1678
울산,,2013-03,19,1942,482
울산,,2013-04,926,0,72
울산,,2013-05,36,890,229
울산,,2013-06,54,36,530
울산,,2013-07,59,54,0
울산,,2013-08,794,627,1385
울산,,2013-09,437,18,0
울산,,2013-10,565,491,1284
울산,,2013-11,18,1776,575
울산,,2013-12,279,233,1954
울산,,2014-01,336,,163
울산,,2014-02,3138,271,1512
울산,,2014-03,19,19,1257
울산,,2014-04,849,28,514
울산,,2014-05,26,12,2125
울산,,2014-06,18,26,694
울산,,2014-07,312,34,1112
울산,,2014-08,59,37,61
울산,,2014-09,832,347,1346
울산,,2014-10,2989,3164,717
울산,,2014-11,1428,1331,566
울산,,2014-12,774,999,55
울산,,2015-01,80,35,14
울산,,2015-02,499,1380,1708
울산,,2015-03,98,667,1152
울산,,2015-04,962,832,1325
울산,,2015-05,928,516,1767
울산,,2015-06,89,689,
울산,,2015-07,1701,917,14
울산,,2015-08,656,86,712
울산,,2015-09,1430,81,1127
울산,,2015-10,1651,1183,21
울산,,2015-11,1144,5644,569
울산,,2015-12,552,121,1978
울산,,2016-01,2708,684,0
울산,,2016-02,18,46,41
울산,,2016-03,2735,65,
울산,,2016-04,1775,3083,2003
울산,,2016-05,229,113,130
울산,,2016-06,211,243,311
울산,,2016-07,110,210,68
울산,,2016-08,2167,219,86
울산,,2016-09,2046,819,392
울산,,2016-10,831,4041,378
울산,,2016-11,510,1578,40
울산,,2016-12,630,1563,994
울산,,2017-01,,59,305
울산,,2017-02,,1462,995
울산,,2017-03,0,49,797
울산,,2017-04,903,21,225
울산,,2017-05,490,304,335
울산,,2017-06,2437,435,641
울산,,2017-07,209,,63
울산,,2017-08,17,887,1090
울산,,2017-09,975,61,2880
울산,,2017-10,1275,209,18
울산,,2017-11,1291,65,1862
울산,,2017-12,2138,1227,46
울산,,2018-01,22,77,1453
울산,,2018-02,117,69,822
울산,,2018-03,0,,1048
울산,,2018-04,886,57,321
울산,,2018-05,473,49,572
울산,,2018-06,1421,442,1649
울산,,2018-07,0,,137
울산,,2018-08,264,,
울산,,2018-09,393,946,110
울산,,2018-10,82,13,1316
울산,,2018-11,5252,,363
울산,,2018-12,2403,16,1842
울산,,2019-01,36,24,2466
울산,,2019-02,0,291,2704
울산,,2019-03,0,892,26
울산,,2019-04,166,1541,1162
울산,,2019-05,50,18,1814
울산,,2019-06,2465,32,660
울산,,2019-07,0,,433
울산,,2019-08,0,926,92
울산,,2019-09,0,26,1299
울산,,2019-10,22,166,319
울산,,2019-11,106,934,471
울산,,2019-12,2341,486,849
울산,,2020-01,2687,,11
울산,,2020-02,0,632,783
울산,,2020-03,924,22,44
울산,,2020-04,0,,
울산,,2020-05,0,2687,
울산,,2020-06,600,,57
울산,,2020-07,0,216,
울산,,2020-08,0,2625,879
울산,,2020-09,481,384,25
울산,,2020-10,1082,,35
울산,,2020-11,24,754,978
울산,,2020-12,292,3115,914
울산,,2021-01,1961,123,390
울산,,2021-02,0,,
울산,,2021-03,1262,1770,
울산,,2021-04,293,1082,
울산,,2021-05,38,64,405
울산,,2021-06,388,211,
울산,,2021-07,52,681,
울산,,2021-08,0,32,
울산,,2021-09,1092,,
울산,,2021-10,520,52,851
울산,,2021-11,1375,475,
울산,,2021-12,1179,382,
울산,,2022-01,397,848,101
울산,,2022-02,1318,,309
울산,,2022-03,0,465,246
울산,,2022-04,1262,74,1104
울산,,2022-05,282,520,126
울산,,2022-06,1040,1859,
울산,,2022-07,496,840,934
울산,,2022-08,438,302,166
울산,,2022-09,2099,481,
울산,,2022-10,1447,594,671
울산,,2022-11,782,2468,
울산,,2022-12,3064,842,376
울산,,2023-01,1351,193,
울산,,2023-02,656,,
울산,,2023-03,1593,,404
울산,,2023-04,2226,49,
울산,,2023-05,1027,,2723
울산,,2023-06,439,,763
울산,,2023-07,194,,380
울산,,2023-08,356,,
울산,,2023-09,1735,,
울산,,2023-10,142,1430,3080
울산,,2023-11,612,533,1082
울산,,2023-12,3624,2664,442
울산,,2024-01,36,,912
울산,,2024-02,0,,52
울산,,2024-03,1018,178,
울산,,2024-04,1462,,22
울산,,2024-05,558,,663
울산,,2024-06,0,,967
울산,,2024-07,532,,
울산,,2024-08,0,803,273
울산,,2024-09,0,,607
울산,,2024-10,190,731,200
울산,,2024-11,0,,
울산,,2024-12,611,2134,800
울산,,2025-01,496,368,0
울산,,2025-02,0,0,581
울산,,2025-03,448,430,0
울산,,2025-04,0,66,1252
울산,,2025-05,0,0,0
울산,,2025-06,1424,316,1053
울산,,2025-07,0,0,975
울산,,2025-08,0,199,0
울산,,2025-09,215,1323,312
울산,,2025-10,29,39,0
울산,,2025-11,0,29,360
울산,,2025-12,6672,29,402
울산,,2026-01,700,0,0
울산,,2026-02,475,652,0
울산,,2026-03,0,0,267
울산,,2026-04,0,40,0
울산,,2026-05,0,0,0
울산,,2026-06,1862,301,339
울산,,2026-07,0,2221,848
세종,,2012-07,,,0
세종,,2012-08,1638,478,29
세종,,2012-09,1656,825,0
세종,,2012-10,3575,1200,0
세종,,2012-11,1388,3481,0
세종,,2012-12,8566,2605,1828
세종,,2013-01,0,1327,0
세종,,2013-02,756,1698,983
세종,,2013-03,3108,1524,0
세종,,2013-04,1282,903,0
세종,,2013-05,562,818,0
세종,,2013-06,760,2543,0
세종,,2013-07,0,271,585
세종,,2013-08,454,816,0
세종,,2013-09,1064,0,0
세종,,2013-10,469,900,0
세종,,2013-11,4327,2626,0
세종,,2013-12,3437,2170,2720
세종,,2014-01,255,376,72
세종,,2014-02,145,164,76
세종,,2014-03,656,145,
세종,,2014-04,174,911,1687
세종,,2014-05,2021,266,909
세종,,2014-06,166,4141,
세종,,2014-07,5115,59,1549
세종,,2014-08,2435,672,4346
세종,,2014-09,0,1694,1495
세종,,2014-10,649,3240,2659
세종,,2014-11,760,4115,2784
세종,,2014-12,0,760,2322
세종,,2015-01,204,1164,2316
세종,,2015-02,1512,204,1311
세종,,2015-03,0,,538
세종,,2015-04,0,1678,2000
세종,,2015-05,0,,723
세종,,2015-06,5456,1809,2250
세종,,2015-07,3414,2510,2523
세종,,2015-08,1401,2495,1434
세종,,2015-09,1465,1748,508
세종,,2015-10,299,1015,1813
세종,,2015-11,849,299,243
세종,,2015-12,0,2429,3056
세종,,2016-01,,,773
세종,,2016-02,,,823
세종,,2016-03,713,829,266
세종,,2016-04,1628,3968,
세종,,2016-05,934,,1397
세종,,2016-06,0,1099,
세종,,2016-07,2699,595,1211
세종,,2016-08,1438,190,946
세종,,2016-09,1703,2232,1888
세종,,2016-10,0,,
세종,,2016-11,2249,2620,476
세종,,2016-12,350,4587,656
세종,,2017-01,672,,
세종,,2017-02,0,,2309
세종,,2017-03,0,,580
세종,,2017-04,0,672,7481
세종,,2017-05,295,,
세종,,2017-06,153,128,47
세종,,2017-07,0,295,3196
세종,,2017-08,290,290,
세종,,2017-09,0,25,
세종,,2017-10,1716,,1301
세종,,2017-11,2378,,700
세종,,2017-12,3100,4333,366
세종,,2018-01,,528,2494
세종,,2018-02,,,1415
세종,,2018-03,0,3951,3448
세종,,2018-04,0,170,1409
세종,,2018-05,0,,667
세종,,2018-06,0,,1523
세종,,2018-07,0,,25
세종,,2018-08,0,,1905
세종,,2018-09,0,,
세종,,2018-10,596,0,
세종,,2018-11,0,,1993
세종,,2018-12,1245,3196,362
세종,,2019-01,,29,345
세종,,2019-02,,,1433
세종,,2019-03,,3475,190
세종,,2019-04,0,465,1448
세종,,2019-05,26,,2042
세종,,2019-06,0,,1198
세종,,2019-07,0,,1080
세종,,2019-08,0,26,1406
세종,,2019-09,0,,1749
세종,,2019-10,0,,
세종,,2019-11,0,,0
세종,,2019-12,749,1629,
세종,,2020-01,326,,
세종,,2020-02,210,,558
세종,,2020-03,0,,
세종,,2020-04,1990,,
세종,,2020-05,0,536,
세종,,2020-06,0,,
세종,,2020-07,0,,
세종,,2020-08,458,,26
세종,,2020-09,0,458,4638
세종,,2020-10,0,,672
세종,,2020-11,1350,,
세종,,2020-12,0,2598,1500
세종,,2021-01,,1350,343
세종,,2021-02,,,528
세종,,2021-03,,1593,
세종,,2021-05,0,,
세종,,2021-06,329,,845
세종,,2021-07,0,1350,
세종,,2021-08,0,329,1031
세종,,2021-09,0,,1347
세종,,2021-10,660,,
세종,,2021-11,0,,
세종,,2021-12,400,660,1100
세종,,2022-01,2070,,
세종,,2022-02,0,,
세종,,2022-03,0,1035,499
세종,,2022-04,0,,596
세종,,2022-05,0,,597
세종,,2022-06,0,,
세종,,2022-07,0,200,
세종,,2022-08,416,,
세종,,2022-09,0,,
세종,,2022-10,500,,
세종,,2022-11,190,,465
세종,,2022-12,0,238,1568
