광역지자체,자치구,연월,세대수
강원,,2011-01,638519
강원,,2011-02,638649
강원,,2011-03,641429
강원,,2011-04,643592
강원,,2011-05,644038
강원,,2011-06,644335
강원,,2011-07,644831
강원,,2011-08,645355
강원,,2011-09,645878
강원,,2011-10,646958
강원,,2011-11,648279
강원,,2011-12,648649
강원,,2012-01,648009
강원,,2012-02,648131
강원,,2012-03,651414
강원,,2012-04,652486
강원,,2012-05,653384
강원,,2012-06,653835
강원,,2012-07,654172
강원,,2012-08,654381
강원,,2012-09,655021
강원,,2012-10,655349
강원,,2012-11,655509
강원,,2012-12,655301
강원,,2013-01,654872
강원,,2013-02,654835
강원,,2013-03,657367
강원,,2013-04,659050
강원,,2013-05,659982
강원,,2013-06,660846
강원,,2013-07,661141
강원,,2013-08,661758
강원,,2013-09,662541
강원,,2013-10,663630
강원,,2013-11,664587
강원,,2013-12,664913
강원,,2014-01,664027
강원,,2014-02,663906
강원,,2014-03,666873
강원,,2014-04,668131
강원,,2014-05,668750
강원,,2014-06,668897
강원,,2014-07,668835
강원,,2014-08,669209
강원,,2014-09,669874
강원,,2014-10,670805
강원,,2014-11,671682
강원,,2014-12,673978
강원,,2015-01,673811
강원,,2015-02,674035
강원,,2015-03,675522
강원,,2015-04,676839
강원,,2015-05,678390
강원,,2015-06,680373
강원,,2015-07,681188
강원,,2015-08,681440
강원,,2015-09,682501
강원,,2015-10,683868
강원,,2015-11,684390
강원,,2015-12,685005
강원,,2016-01,685049
강원,,2016-02,685109
강원,,2016-03,685893
강원,,2016-04,687027
강원,,2016-05,687353
강원,,2016-06,688354
강원,,2016-07,688539
강원,,2016-08,688816
강원,,2016-09,689476
강원,,2016-10,690820
강원,,2016-11,691533
강원,,2016-12,692254
강원,,2017-01,691762
강원,,2017-02,692316
강원,,2017-03,693540
강원,,2017-04,694240
강원,,2017-05,694977
강원,,2017-06,695774
강원,,2017-07,695886
강원,,2017-08,696242
강원,,2017-09,697109
강원,,2017-10,697784
강원,,2017-11,699165
강원,,2017-12,700265
강원,,2018-01,699946
강원,,2018-02,699862
강원,,2018-03,701246
강원,,2018-04,701923
강원,,2018-05,702550
강원,,2018-06,702977
강원,,2018-07,703204
강원,,2018-08,704014
강원,,2018-09,704997
강원,,2018-10,705732
강원,,2018-11,706551
강원,,2018-12,707245
강원,,2019-01,707665
강원,,2019-02,708411
강원,,2019-03,709842
강원,,2019-04,711520
강원,,2019-05,712734
강원,,2019-06,713646
강원,,2019-07,714293
강원,,2019-08,715094
강원,,2019-09,716147
강원,,2019-10,717304
강원,,2019-11,718529
강원,,2019-12,719524
강원,,2020-01,720119
강원,,2020-02,721003
강원,,2020-03,721794
강원,,2020-04,722573
강원,,2020-05,724966
강원,,2020-06,726980
강원,,2020-07,728771
강원,,2020-08,730504
강원,,2020-09,732005
강원,,2020-10,733436
강원,,2020-11,734819
강원,,2020-12,736301
강원,,2021-01,736825
강원,,2021-02,737787
강원,,2021-03,735644
강원,,2021-04,736749
강원,,2021-05,736980
강원,,2021-06,738068
강원,,2021-07,739290
강원,,2021-08,740341
강원,,2021-09,742196
강원,,2021-10,743798
강원,,2021-11,745060
강원,,2021-12,746220
강원,,2022-01,747023
강원,,2022-02,748626
강원,,2022-03,750531
강원,,2022-04,751554
강원,,2022-05,752649
강원,,2022-06,753336
강원,,2022-07,754257
강원,,2022-08,755162
강원,,2022-09,754682
강원,,2022-10,755184
강원,,2022-11,755157
강원,,2022-12,755481
강원,,2023-01,755474
강원,,2023-02,756314
강원,,2023-03,758123
강원,,2023-04,758699
강원,,2023-05,759593
강원,,2023-06,759954
강원,,2023-07,760211
강원,,2023-08,760627
강원,,2023-09,760903
강원,,2023-10,760656
강원,,2023-11,760636
강원,,2023-12,760635
강원,,2024-01,760361
강원,,2024-02,760929
강원,,2024-03,763008
강원,,2024-04,763568
강원,,2024-05,763999
강원,,2024-06,764385
강원,,2024-07,764811
강원,,2024-08,764793
강원,,2024-09,765004
강원,,2024-10,764838
강원,,2024-11,764767
강원,,2024-12,764834
강원,,2025-01,764301
강원,,2025-02,765316
강원,,2025-03,766193
강원,,2025-04,766296
강원,,2025-05,766480
강원,,2025-06,766581
강원,,2025-07,766781
강원,,2025-08,767034
강원,,2025-09,767540
강원,,2025-10,767989
강원,,2025-11,768570
강원,,2025-12,768900
강원,,2026-01,768827
강원,,2026-02,769508
강원,,2026-03,771668
강원,,2026-04,772909
강원,,2026-05,774052
강원,,2026-06,774714
강원,,2026-07,775482
강원,,2026-08,775882
경기,,2011-01,4530271
경기,,2011-02,4536302
경기,,2011-03,4540195
경기,,2011-04,4544305
경기,,2011-05,4547939
경기,,2011-06,4550160
경기,,2011-07,4553412
경기,,2011-08,4558574
경기,,2011-09,4563230
경기,,2011-10,4567952
경기,,2011-11,4573060
경기,,2011-12,4579405
경기,,2012-01,4581590
경기,,2012-02,4588065
경기,,2012-03,4592491
경기,,2012-04,4596720
경기,,2012-05,4601413
경기,,2012-06,4605492
경기,,2012-07,4609946
경기,,2012-08,4615762
경기,,2012-09,4620473
경기,,2012-10,4626371
경기,,2012-11,4632096
경기,,2012-12,4639665
경기,,2013-01,4644387
경기,,2013-02,4651451
경기,,2013-03,4657095
경기,,2013-04,4662907
경기,,2013-05,4669308
경기,,2013-06,4675231
경기,,2013-07,4680917
경기,,2013-08,4687386
경기,,2013-09,4693661
경기,,2013-10,4700260
경기,,2013-11,4706010
경기,,2013-12,4712324
경기,,2014-01,4716710
경기,,2014-02,4725455
경기,,2014-03,4731176
경기,,2014-04,4737047
경기,,2014-05,4742158
경기,,2014-06,4748611
경기,,2014-07,4755195
경기,,2014-08,4761863
경기,,2014-09,4769074
경기,,2014-10,4776263
경기,,2014-11,4781545
경기,,2014-12,4786718
경기,,2015-01,4790844
경기,,2015-02,4799046
경기,,2015-03,4807275
경기,,2015-04,4813561
경기,,2015-05,4821745
경기,,2015-06,4829521
경기,,2015-07,4836786
경기,,2015-08,4846467
경기,,2015-09,4856337
경기,,2015-10,4866246
경기,,2015-11,4875733
경기,,2015-12,4885012
경기,,2016-01,4891903
경기,,2016-02,4901579
경기,,2016-03,4910886
경기,,2016-04,4918017
경기,,2016-05,4928079
경기,,2016-06,4937454
경기,,2016-07,4947194
경기,,2016-08,4957788
경기,,2016-09,4968547
경기,,2016-10,4980827
경기,,2016-11,4992605
경기,,2016-12,5003406
경기,,2017-01,5010895
경기,,2017-02,5022352
경기,,2017-03,5032867
경기,,2017-04,5040279
경기,,2017-05,5049758
경기,,2017-06,5058506
경기,,2017-07,5067741
경기,,2017-08,5079932
경기,,2017-09,5093580
경기,,2017-10,5105103
경기,,2017-11,5117958
경기,,2017-12,5131379
경기,,2018-01,5145099
경기,,2018-02,5160661
경기,,2018-03,5176163
경기,,2018-04,5189382
경기,,2018-05,5202326
경기,,2018-06,5212883
경기,,2018-07,5225673
경기,,2018-08,5242680
경기,,2018-09,5257306
경기,,2018-10,5275515
경기,,2018-11,5291257
경기,,2018-12,5306214
경기,,2019-01,5320873
경기,,2019-02,5336962
경기,,2019-03,5350353
경기,,2019-04,5363723
경기,,2019-05,5378654
경기,,2019-06,5390454
경기,,2019-07,5404604
경기,,2019-08,5419790
경기,,2019-09,5433375
경기,,2019-10,5446200
경기,,2019-11,5456597
경기,,2019-12,5468920
경기,,2020-01,5480444
경기,,2020-02,5497087
경기,,2020-03,5514938
경기,,2020-04,5529263
경기,,2020-05,5547190
경기,,2020-06,5566078
경기,,2020-07,5584110
경기,,2020-08,5605611
경기,,2020-09,5626369
경기,,2020-10,5641978
경기,,2020-11,5658580
경기,,2020-12,5676401
경기,,2021-01,5694934
경기,,2021-02,5717252
경기,,2021-03,5719333
경기,,2021-04,5735887
경기,,2021-05,5749175
경기,,2021-06,5763227
경기,,2021-07,5776653
경기,,2021-08,5793437
경기,,2021-09,5809524
경기,,2021-10,5820524
경기,,2021-11,5831464
경기,,2021-12,5841995
경기,,2022-01,5850373
경기,,2022-02,5861240
경기,,2022-03,5871380
경기,,2022-04,5880097
경기,,2022-05,5890145
경기,,2022-06,5898050
경기,,2022-07,5904582
경기,,2022-08,5910963
경기,,2022-09,5902827
경기,,2022-10,5908615
경기,,2022-11,5909700
경기,,2022-12,5913694
경기,,2023-01,5918630
경기,,2023-02,5927894
경기,,2023-03,5936411
경기,,2023-04,5942067
경기,,2023-05,5948920
경기,,2023-06,5956358
경기,,2023-07,5962224
경기,,2023-08,5965990
경기,,2023-09,5969573
경기,,2023-10,5971803
경기,,2023-11,5974055
경기,,2023-12,5978724
경기,,2024-01,5984576
경기,,2024-02,5994965
경기,,2024-03,6003993
경기,,2024-04,6010717
경기,,2024-05,6018450
경기,,2024-06,6025219
경기,,2024-07,6033443
경기,,2024-08,6039455
경기,,2024-09,6045219
경기,,2024-10,6049474
경기,,2024-11,6053215
경기,,2024-12,6058202
경기,,2025-01,6062570
경기,,2025-02,6072106
경기,,2025-03,6078515
경기,,2025-04,6084016
경기,,2025-05,6088535
경기,,2025-06,6094387
경기,,2025-07,6099419
경기,,2025-08,6105536
경기,,2025-09,6110044
경기,,2025-10,6113200
경기,,2025-11,6115606
경기,,2025-12,6121301
경기,,2026-01,6128139
경기,,2026-02,6138755
경기,,2026-03,6150115
경기,,2026-04,6158763
경기,,2026-05,6166580
경기,,2026-06,6174416
경기,,2026-07,6181804
경기,,2026-08,6189087
경남,,2011-01,1269140
경남,,2011-02,1270591
경남,,2011-03,1272563
경남,,2011-04,1274894
경남,,2011-05,1276385
경남,,2011-06,1277196
경남,,2011-07,1277935
경남,,2011-08,1279668
경남,,2011-09,1281853
경남,,2011-10,1284084
경남,,2011-11,1285513
경남,,2011-12,1286678
경남,,2012-01,1287427
경남,,2012-02,1288213
경남,,2012-03,1289454
경남,,2012-04,1290909
경남,,2012-05,1292968
경남,,2012-06,1294469
경남,,2012-07,1295467
경남,,2012-08,1296616
경남,,2012-09,1297543
경남,,2012-10,1299291
경남,,2012-11,1300204
경남,,2012-12,1301439
경남,,2013-01,1301794
경남,,2013-02,1303194
경남,,2013-03,1304652
경남,,2013-04,1306563
경남,,2013-05,1307963
경남,,2013-06,1310249
경남,,2013-07,1311797
경남,,2013-08,1313036
경남,,2013-09,1314455
경남,,2013-10,1317001
경남,,2013-11,1318669
경남,,2013-12,1320887
경남,,2014-01,1322143
경남,,2014-02,1324226
경남,,2014-03,1326081
경남,,2014-04,1327985
경남,,2014-05,1330005
경남,,2014-06,1331704
경남,,2014-07,1333573
경남,,2014-08,1335420
경남,,2014-09,1337347
경남,,2014-10,1339606
경남,,2014-11,1341782
경남,,2014-12,1343984
경남,,2015-01,1345576
경남,,2015-02,1347529
경남,,2015-03,1349972
경남,,2015-04,1352218
경남,,2015-05,1354492
경남,,2015-06,1356430
경남,,2015-07,1357763
경남,,2015-08,1359392
경남,,2015-09,1361390
경남,,2015-10,1363443
경남,,2015-11,1365053
경남,,2015-12,1367142
경남,,2016-01,1368537
경남,,2016-02,1370732
경남,,2016-03,1372634
경남,,2016-04,1374460
경남,,2016-05,1376045
경남,,2016-06,1377458
경남,,2016-07,1378456
경남,,2016-08,1379312
경남,,2016-09,1380336
경남,,2016-10,1382070
경남,,2016-11,1383578
경남,,2016-12,1385684
경남,,2017-01,1386779
경남,,2017-02,1388737
경남,,2017-03,1390263
경남,,2017-04,1391202
경남,,2017-05,1392902
경남,,2017-06,1394759
경남,,2017-07,1396666
경남,,2017-08,1398310
경남,,2017-09,1400099
경남,,2017-10,1401914
경남,,2017-11,1403764
경남,,2017-12,1406011
경남,,2018-01,1407283
경남,,2018-02,1409393
경남,,2018-03,1411062
경남,,2018-04,1412595
경남,,2018-05,1414108
경남,,2018-06,1415520
경남,,2018-07,1417130
경남,,2018-08,1419175
경남,,2018-09,1420440
경남,,2018-10,1422330
경남,,2018-11,1423767
경남,,2018-12,1425271
경남,,2019-01,1427384
경남,,2019-02,1430255
경남,,2019-03,1433278
경남,,2019-04,1435197
경남,,2019-05,1437460
경남,,2019-06,1439063
경남,,2019-07,1441042
경남,,2019-08,1442931
경남,,2019-09,1444674
경남,,2019-10,1446643
경남,,2019-11,1448473
경남,,2019-12,1450822
경남,,2020-01,1453042
경남,,2020-02,1455655
경남,,2020-03,1458567
경남,,2020-04,1461207
경남,,2020-05,1465556
경남,,2020-06,1468692
경남,,2020-07,1470937
경남,,2020-08,1473746
경남,,2020-09,1476628
경남,,2020-10,1478602
경남,,2020-11,1481086
경남,,2020-12,1484601
경남,,2021-01,1487083
경남,,2021-02,1490502
경남,,2021-03,1490880
경남,,2021-04,1493396
경남,,2021-05,1494518
경남,,2021-06,1496137
경남,,2021-07,1498081
경남,,2021-08,1499638
경남,,2021-09,1501655
경남,,2021-10,1503397
경남,,2021-11,1504605
경남,,2021-12,1505971
경남,,2022-01,1506797
경남,,2022-02,1508852
경남,,2022-03,1510929
경남,,2022-04,1512847
경남,,2022-05,1514453
경남,,2022-06,1515190
경남,,2022-07,1515978
경남,,2022-08,1516883
경남,,2022-09,1515985
경남,,2022-10,1516472
경남,,2022-11,1516647
경남,,2022-12,1516930
경남,,2023-01,1517009
경남,,2023-02,1518385
경남,,2023-03,1520120
경남,,2023-04,1521214
경남,,2023-05,1522410
경남,,2023-06,1523314
경남,,2023-07,1523806
경남,,2023-08,1524252
경남,,2023-09,1524861
경남,,2023-10,1524850
경남,,2023-11,1525337
경남,,2023-12,1525502
경남,,2024-01,1525692
경남,,2024-02,1526864
경남,,2024-03,1529476
경남,,2024-04,1530698
경남,,2024-05,1531758
경남,,2024-06,1532659
경남,,2024-07,1534273
경남,,2024-08,1535333
경남,,2024-09,1536377
경남,,2024-10,1536683
경남,,2024-11,1537121
경남,,2024-12,1537492
경남,,2025-01,1537606
경남,,2025-02,1539748
경남,,2025-03,1541943
경남,,2025-04,1543107
경남,,2025-05,1544015
경남,,2025-06,1544775
경남,,2025-07,1545143
경남,,2025-08,1545770
경남,,2025-09,1546862
경남,,2025-10,1547631
경남,,2025-11,1547984
경남,,2025-12,1548615
경남,,2026-01,1549092
경남,,2026-02,1550713
경남,,2026-03,1554123
경남,,2026-04,1555329
경남,,2026-05,1556738
경남,,2026-06,1557683
경남,,2026-07,1558325
경남,,2026-08,1558906
경북,,2011-01,1101294
경북,,2011-02,1101908
경북,,2011-03,1103224
경북,,2011-04,1104535
경북,,2011-05,1105615
경북,,2011-06,1106539
경북,,2011-07,1107200
경북,,2011-08,1108259
경북,,2011-09,1110089
경북,,2011-10,1111715
경북,,2011-11,1113013
경북,,2011-12,1114901
경북,,2012-01,1114506
경북,,2012-02,1115190
경북,,2012-03,1116512
경북,,2012-04,1117150
경북,,2012-05,1117991
경북,,2012-06,1118883
경북,,2012-07,1119683
경북,,2012-08,1120164
경북,,2012-09,1120900
경북,,2012-10,1122136
경북,,2012-11,1123736
경북,,2012-12,1125195
경북,,2013-01,1126044
경북,,2013-02,1126942
경북,,2013-03,1128339
경북,,2013-04,1129336
경북,,2013-05,1130416
경북,,2013-06,1131718
경북,,2013-07,1132318
경북,,2013-08,1133265
경북,,2013-09,1134249
경북,,2013-10,1135742
경북,,2013-11,1137629
경북,,2013-12,1139387
경북,,2014-01,1139463
경북,,2014-02,1140927
경북,,2014-03,1142501
경북,,2014-04,1143377
경북,,2014-05,1144241
경북,,2014-06,1145091
경북,,2014-07,1145875
경북,,2014-08,1147039
경북,,2014-09,1151129
경북,,2014-10,1150669
경북,,2014-11,1151536
경북,,2014-12,1153559
경북,,2015-01,1153711
경북,,2015-02,1155068
경북,,2015-03,1156132
경북,,2015-04,1156938
경북,,2015-05,1158048
경북,,2015-06,1160150
경북,,2015-07,1161940
경북,,2015-08,1163458
경북,,2015-09,1164683
경북,,2015-10,1166062
경북,,2015-11,1167936
경북,,2015-12,1169648
경북,,2016-01,1169682
경북,,2016-02,1171457
경북,,2016-03,1173012
경북,,2016-04,1173932
경북,,2016-05,1175135
경북,,2016-06,1176023
경북,,2016-07,1176719
경북,,2016-08,1177080
경북,,2016-09,1177666
경북,,2016-10,1178555
경북,,2016-11,1179745
경북,,2016-12,1180643
경북,,2017-01,1180808
경북,,2017-02,1182192
경북,,2017-03,1183148
경북,,2017-04,1183730
경북,,2017-05,1184235
경북,,2017-06,1184831
경북,,2017-07,1185638
경북,,2017-08,1187077
경북,,2017-09,1188727
경북,,2017-10,1190021
경북,,2017-11,1191584
경북,,2017-12,1193261
경북,,2018-01,1193620
경북,,2018-02,1194668
경북,,2018-03,1195846
경북,,2018-04,1197217
경북,,2018-05,1198184
경북,,2018-06,1198759
경북,,2018-07,1199503
경북,,2018-08,1200955
경북,,2018-09,1202250
경북,,2018-10,1203754
경북,,2018-11,1205485
경북,,2018-12,1207351
경북,,2019-01,1208140
경북,,2019-02,1210049
경북,,2019-03,1212567
경북,,2019-04,1214251
경북,,2019-05,1216294
경북,,2019-06,1218084
경북,,2019-07,1219204
경북,,2019-08,1220090
경북,,2019-09,1221511
경북,,2019-10,1223380
경북,,2019-11,1224965
경북,,2019-12,1227548
경북,,2020-01,1228044
경북,,2020-02,1229265
경북,,2020-03,1231572
경북,,2020-04,1235801
경북,,2020-05,1239069
경북,,2020-06,1241310
경북,,2020-07,1242701
경북,,2020-08,1244551
경북,,2020-09,1246952
경북,,2020-10,1249009
경북,,2020-11,1251445
경북,,2020-12,1254662
경북,,2021-01,1256416
경북,,2021-02,1259684
경북,,2021-03,1262718
경북,,2021-04,1265410
경북,,2021-05,1265179
경북,,2021-06,1266588
경북,,2021-07,1268267
경북,,2021-08,1269770
경북,,2021-09,1271864
경북,,2021-10,1273579
경북,,2021-11,1275275
경북,,2021-12,1276846
경북,,2022-01,1277295
경북,,2022-02,1279337
경북,,2022-03,1281587
경북,,2022-04,1282737
경북,,2022-05,1284046
경북,,2022-06,1284663
경북,,2022-07,1285289
경북,,2022-08,1286286
경북,,2022-09,1285019
경북,,2022-10,1285483
경북,,2022-11,1286170
경북,,2022-12,1286873
경북,,2023-01,1286840
경북,,2023-02,1288685
경북,,2023-03,1291726
경북,,2023-04,1292951
경북,,2023-05,1294627
경북,,2023-06,1295243
경북,,2023-07,1282140
경북,,2023-08,1282304
경북,,2023-09,1282575
경북,,2023-10,1282624
경북,,2023-11,1282673
경북,,2023-12,1282500
경북,,2024-01,1281979
경북,,2024-02,1283187
경북,,2024-03,1286272
경북,,2024-04,1288344
경북,,2024-05,1290433
경북,,2024-06,1291330
경북,,2024-07,1291611
경북,,2024-08,1291675
경북,,2024-09,1291969
경북,,2024-10,1292031
경북,,2024-11,1292058
경북,,2024-12,1291568
경북,,2025-01,1291165
경북,,2025-02,1292811
경북,,2025-03,1294937
경북,,2025-04,1296263
경북,,2025-05,1296540
경북,,2025-06,1296929
경북,,2025-07,1296320
경북,,2025-08,1296094
경북,,2025-09,1296514
경북,,2025-10,1296440
경북,,2025-11,1296432
경북,,2025-12,1295685
경북,,2026-01,1295172
경북,,2026-02,1295998
경북,,2026-03,1299385
경북,,2026-04,1301136
경북,,2026-05,1302363
경북,,2026-06,1303318
경북,,2026-07,1303639
경북,,2026-08,1303782
광주,,2011-01,541247
광주,,2011-02,542255
광주,,2011-03,542647
광주,,2011-04,543475
광주,,2011-05,544285
광주,,2011-06,544876
광주,,2011-07,545633
광주,,2011-08,546882
광주,,2011-09,547471
광주,,2011-10,548210
광주,,2011-11,548675
광주,,2011-12,549105
광주,,2012-01,549621
광주,,2012-02,550922
광주,,2012-03,551779
광주,,2012-04,551847
광주,,2012-05,552239
광주,,2012-06,552657
광주,,2012-07,553169
광주,,2012-08,553780
광주,,2012-09,554176
광주,,2012-10,554688
광주,,2012-11,555377
광주,,2012-12,555538
광주,,2013-01,556033
광주,,2013-02,556633
광주,,2013-03,557409
광주,,2013-04,558212
광주,,2013-05,558883
광주,,2013-06,559606
광주,,2013-07,560156
광주,,2013-08,560805
광주,,2013-09,561431
광주,,2013-10,562285
광주,,2013-11,563078
광주,,2013-12,563599
광주,,2014-01,563922
광주,,2014-02,564920
광주,,2014-03,565417
광주,,2014-04,566030
광주,,2014-05,567451
광주,,2014-06,568269
광주,,2014-07,569296
광주,,2014-08,570145
광주,,2014-09,570894
광주,,2014-10,572059
광주,,2014-11,572998
광주,,2014-12,573043
광주,,2015-01,573780
광주,,2015-02,574766
광주,,2015-03,575879
광주,,2015-04,576988
광주,,2015-05,577428
광주,,2015-06,577941
광주,,2015-07,578360
광주,,2015-08,579012
광주,,2015-09,579646
광주,,2015-10,579861
광주,,2015-11,580347
광주,,2015-12,580427
광주,,2016-01,580921
광주,,2016-02,581429
광주,,2016-03,582107
광주,,2016-04,582731
광주,,2016-05,583621
광주,,2016-06,584218
광주,,2016-07,584679
광주,,2016-08,585038
광주,,2016-09,585499
광주,,2016-10,585972
광주,,2016-11,586281
광주,,2016-12,586464
광주,,2017-01,586957
광주,,2017-02,587518
광주,,2017-03,588121
광주,,2017-04,588354
광주,,2017-05,588810
광주,,2017-06,589232
광주,,2017-07,589706
광주,,2017-08,590485
광주,,2017-09,591238
광주,,2017-10,591805
광주,,2017-11,592495
광주,,2017-12,592818
광주,,2018-01,593739
광주,,2018-02,594453
광주,,2018-03,595079
광주,,2018-04,595477
광주,,2018-05,595819
광주,,2018-06,596150
광주,,2018-07,597143
광주,,2018-08,598494
광주,,2018-09,599749
광주,,2018-10,601251
광주,,2018-11,602298
광주,,2018-12,603107
광주,,2019-01,604691
광주,,2019-02,605981
광주,,2019-03,607007
광주,,2019-04,608121
광주,,2019-05,609584
광주,,2019-06,610567
광주,,2019-07,611937
광주,,2019-08,613002
광주,,2019-09,613991
광주,,2019-10,614917
광주,,2019-11,615885
광주,,2019-12,616485
광주,,2020-01,617379
광주,,2020-02,618503
광주,,2020-03,620050
광주,,2020-04,622374
광주,,2020-05,624687
광주,,2020-06,626386
광주,,2020-07,627676
광주,,2020-08,629054
광주,,2020-09,630695
광주,,2020-10,631269
광주,,2020-11,632264
광주,,2020-12,633582
광주,,2021-01,634859
광주,,2021-02,635999
광주,,2021-03,636160
광주,,2021-04,637169
광주,,2021-05,637364
광주,,2021-06,638270
광주,,2021-07,639333
광주,,2021-08,640836
광주,,2021-09,642726
광주,,2021-10,643841
광주,,2021-11,644972
광주,,2021-12,645712
광주,,2022-01,646429
광주,,2022-02,647419
광주,,2022-03,648252
광주,,2022-04,648653
광주,,2022-05,649454
광주,,2022-06,650131
광주,,2022-07,650708
광주,,2022-08,652050
광주,,2022-09,652047
광주,,2022-10,652598
광주,,2022-11,652435
광주,,2022-12,652355
광주,,2023-01,652374
광주,,2023-02,653209
광주,,2023-03,653806
광주,,2023-04,654192
광주,,2023-05,654682
광주,,2023-06,655025
광주,,2023-07,655435
광주,,2023-08,656055
광주,,2023-09,656061
광주,,2023-10,655675
광주,,2023-11,655552
광주,,2023-12,655433
광주,,2024-01,655359
광주,,2024-02,656017
광주,,2024-03,656755
광주,,2024-04,656984
광주,,2024-05,657520
광주,,2024-06,657693
광주,,2024-07,657959
광주,,2024-08,658010
광주,,2024-09,658210
광주,,2024-10,657981
광주,,2024-11,658021
광주,,2024-12,658075
광주,,2025-01,657716
광주,,2025-02,658792
광주,,2025-03,658426
광주,,2025-04,658338
광주,,2025-05,658483
광주,,2025-06,658642
광주,,2025-07,658897
광주,,2025-08,659168
광주,,2025-09,659278
광주,,2025-10,658975
광주,,2025-11,658741
광주,,2025-12,658450
광주,,2026-01,658381
광주,,2026-02,659087
광주,,2026-03,659980
광주,,2026-04,660819
광주,,2026-05,661924
광주,,2026-06,662432
대구,,2011-01,935007
대구,,2011-02,935938
대구,,2011-03,935956
대구,,2011-04,936270
대구,,2011-05,936704
대구,,2011-06,936991
대구,,2011-07,937457
대구,,2011-08,938200
대구,,2011-09,939045
대구,,2011-10,939807
대구,,2011-11,940328
대구,,2011-12,940770
대구,,2012-01,941488
대구,,2012-02,942909
대구,,2012-03,943293
대구,,2012-04,943826
대구,,2012-05,944380
대구,,2012-06,945175
대구,,2012-07,945747
대구,,2012-08,946764
대구,,2012-09,947187
대구,,2012-10,947745
대구,,2012-11,948321
대구,,2012-12,948652
대구,,2013-01,949135
대구,,2013-02,950116
대구,,2013-03,951239
대구,,2013-04,952603
대구,,2013-05,954131
대구,,2013-06,954909
대구,,2013-07,955615
대구,,2013-08,956366
대구,,2013-09,957448
대구,,2013-10,958738
대구,,2013-11,959457
대구,,2013-12,960265
대구,,2014-01,960941
대구,,2014-02,962186
대구,,2014-03,963633
대구,,2014-04,964238
대구,,2014-05,964444
대구,,2014-06,965153
대구,,2014-07,965763
대구,,2014-08,966249
대구,,2014-09,966291
대구,,2014-10,968167
대구,,2014-11,969415
대구,,2014-12,970618
대구,,2015-01,971407
대구,,2015-02,973010
대구,,2015-03,974079
대구,,2015-04,975002
대구,,2015-05,976576
대구,,2015-06,977714
대구,,2015-07,978719
대구,,2015-08,979556
대구,,2015-09,980589
대구,,2015-10,981517
대구,,2015-11,981816
대구,,2015-12,982360
대구,,2016-01,983114
대구,,2016-02,984228
대구,,2016-03,985155
대구,,2016-04,985801
대구,,2016-05,986568
대구,,2016-06,987531
대구,,2016-07,988639
대구,,2016-08,989966
대구,,2016-09,991084
대구,,2016-10,992240
대구,,2016-11,993116
대구,,2016-12,994220
대구,,2017-01,995376
대구,,2017-02,997275
대구,,2017-03,998249
대구,,2017-04,998756
대구,,2017-05,999571
대구,,2017-06,1000396
대구,,2017-07,1001312
대구,,2017-08,1002305
대구,,2017-09,1003058
대구,,2017-10,1004083
대구,,2017-11,1005244
대구,,2017-12,1006753
대구,,2018-01,1008158
대구,,2018-02,1009865
대구,,2018-03,1010995
대구,,2018-04,1012012
대구,,2018-05,1013144
대구,,2018-06,1014303
대구,,2018-07,1015395
대구,,2018-08,1016552
대구,,2018-09,1017785
대구,,2018-10,1019055
대구,,2018-11,1019972
대구,,2018-12,1021266
대구,,2019-01,1022727
대구,,2019-02,1023970
대구,,2019-03,1024813
대구,,2019-04,1025515
대구,,2019-05,1026813
대구,,2019-06,1027230
대구,,2019-07,1027763
대구,,2019-08,1028022
대구,,2019-09,1028806
대구,,2019-10,1029583
대구,,2019-11,1030190
대구,,2019-12,1031251
대구,,2020-01,1032478
대구,,2020-02,1033349
대구,,2020-03,1037956
대구,,2020-04,1041932
대구,,2020-05,1044412
대구,,2020-06,1046585
대구,,2020-07,1048735
대구,,2020-08,1050852
대구,,2020-09,1052646
대구,,2020-10,1053168
대구,,2020-11,1054637
대구,,2020-12,1056627
대구,,2021-01,1058117
대구,,2021-02,1059963
대구,,2021-03,1060866
대구,,2021-04,1061829
대구,,2021-05,1061872
대구,,2021-06,1059826
대구,,2021-07,1060394
대구,,2021-08,1061159
대구,,2021-09,1062536
대구,,2021-10,1062993
대구,,2021-11,1063241
대구,,2021-12,1063893
대구,,2022-01,1064438
대구,,2022-02,1065477
대구,,2022-03,1068557
대구,,2022-04,1069411
대구,,2022-05,1070212
대구,,2022-06,1070705
대구,,2022-07,1071366
대구,,2022-08,1072018
대구,,2022-09,1070482
대구,,2022-10,1070874
대구,,2022-11,1070839
대구,,2022-12,1070873
대구,,2023-01,1071182
대구,,2023-02,1072255
대구,,2023-03,1073400
대구,,2023-04,1074370
대구,,2023-05,1075529
대구,,2023-06,1076379
대구,,2023-07,1091073
대구,,2023-08,1091990
대구,,2023-09,1092536
대구,,2023-10,1092922
대구,,2023-11,1093499
대구,,2023-12,1094148
대구,,2024-01,1094529
대구,,2024-02,1095812
대구,,2024-03,1097169
대구,,2024-04,1098201
대구,,2024-05,1099465
대구,,2024-06,1100317
대구,,2024-07,1101110
대구,,2024-08,1101929
대구,,2024-09,1102902
대구,,2024-10,1103045
대구,,2024-11,1103350
대구,,2024-12,1104130
대구,,2025-01,1104490
대구,,2025-02,1107127
대구,,2025-03,1107511
대구,,2025-04,1107916
