광역지자체,자치구,연월,세대수
서울,강서구,2013-01,223753
서울,강서구,2013-02,224081
서울,강서구,2013-03,224346
서울,강서구,2013-04,224710
서울,강서구,2013-05,224909
서울,강서구,2013-06,225165
서울,강서구,2013-07,225357
서울,강서구,2013-08,225608
서울,강서구,2013-09,225951
서울,강서구,2013-10,226250
서울,강서구,2013-11,226477
서울,강서구,2013-12,226607
서울,강서구,2014-01,226730
서울,강서구,2014-02,226951
서울,강서구,2014-03,227065
서울,강서구,2014-04,227181
서울,강서구,2014-05,227282
서울,강서구,2014-06,228197
서울,강서구,2014-07,229782
서울,강서구,2014-08,231590
서울,강서구,2014-09,232573
서울,강서구,2014-10,233489
서울,강서구,2014-11,233871
서울,강서구,2014-12,234378
서울,강서구,2015-01,234728
서울,강서구,2015-02,235223
서울,강서구,2015-03,235697
서울,강서구,2015-04,236025
서울,강서구,2015-05,236340
서울,강서구,2015-06,236939
서울,강서구,2015-07,237508
서울,강서구,2015-08,238010
서울,강서구,2015-09,238366
서울,강서구,2015-10,238672
서울,강서구,2015-11,238732
서울,강서구,2015-12,238952
서울,강서구,2016-01,239378
서울,강서구,2016-02,239861
서울,강서구,2016-03,240337
서울,강서구,2016-04,240635
서울,강서구,2016-05,240929
서울,강서구,2016-06,241192
서울,강서구,2016-07,241321
서울,강서구,2016-08,242094
서울,강서구,2016-09,242847
서울,강서구,2016-10,243556
서울,강서구,2016-11,244361
서울,강서구,2016-12,245045
서울,강서구,2017-01,245805
서울,강서구,2017-02,246724
서울,강서구,2017-03,247696
서울,강서구,2017-04,248453
서울,강서구,2017-05,249611
서울,강서구,2017-06,250708
서울,강서구,2017-07,251383
서울,강서구,2017-08,252147
서울,강서구,2017-09,252683
서울,강서구,2017-10,253212
서울,강서구,2017-11,253719
서울,강서구,2017-12,254257
서울,강서구,2018-01,254783
서울,강서구,2018-02,255379
서울,강서구,2018-03,256042
서울,강서구,2018-04,256361
서울,강서구,2018-05,256524
서울,강서구,2018-06,256560
서울,강서구,2018-07,256746
서울,강서구,2018-08,257140
서울,강서구,2018-09,257558
서울,강서구,2018-10,257875
서울,강서구,2018-11,258213
서울,강서구,2018-12,258503
서울,강서구,2019-01,259101
서울,강서구,2019-02,259692
서울,강서구,2019-03,260152
서울,강서구,2019-04,260660
서울,강서구,2019-05,261153
서울,강서구,2019-06,261383
서울,강서구,2019-07,261662
서울,강서구,2019-08,261802
서울,강서구,2019-09,262108
서울,강서구,2019-10,262293
서울,강서구,2019-11,262442
서울,강서구,2019-12,262708
서울,강서구,2020-01,263166
서울,강서구,2020-02,263413
서울,강서구,2020-03,263645
서울,강서구,2020-04,264111
서울,강서구,2020-05,264659
서울,강서구,2020-06,265252
서울,강서구,2020-07,265762
서울,강서구,2020-08,266197
서울,강서구,2020-09,266366
서울,강서구,2020-10,266606
서울,강서구,2020-11,266920
서울,강서구,2020-12,266982
서울,강서구,2021-01,267162
서울,강서구,2021-02,268129
서울,강서구,2021-03,267442
서울,강서구,2021-04,268133
서울,강서구,2021-05,268636
서울,강서구,2021-06,269276
서울,강서구,2021-07,269653
서울,강서구,2021-08,269976
서울,강서구,2021-09,270389
서울,강서구,2021-10,270623
서울,강서구,2021-11,270877
서울,강서구,2021-12,271175
서울,강서구,2022-01,271576
서울,강서구,2022-02,272216
서울,강서구,2022-03,272572
서울,강서구,2022-04,273025
서울,강서구,2022-05,273756
서울,강서구,2022-06,274301
서울,강서구,2022-07,274595
서울,강서구,2022-08,274551
서울,강서구,2022-09,273691
서울,강서구,2022-10,273776
서울,강서구,2022-11,273650
서울,강서구,2022-12,273697
서울,강서구,2023-01,273804
서울,강서구,2023-02,274186
서울,강서구,2023-03,274283
서울,강서구,2023-04,274428
서울,강서구,2023-05,274425
서울,강서구,2023-06,274521
서울,강서구,2023-07,274601
서울,강서구,2023-08,274426
서울,강서구,2023-09,274249
서울,강서구,2023-10,274032
서울,강서구,2023-11,274100
서울,강서구,2023-12,274084
서울,강서구,2024-01,274034
서울,강서구,2024-02,274285
서울,강서구,2024-03,274326
서울,강서구,2024-04,274226
서울,강서구,2024-05,274205
서울,강서구,2024-06,274010
서울,강서구,2024-07,273897
서울,강서구,2024-08,273913
서울,강서구,2024-09,274044
서울,강서구,2024-10,274222
서울,강서구,2024-11,274062
서울,강서구,2024-12,273911
서울,강서구,2025-01,273773
서울,강서구,2025-02,273745
서울,강서구,2025-03,273685
서울,강서구,2025-04,273515
서울,강서구,2025-05,273295
서울,강서구,2025-06,273259
서울,강서구,2025-07,273566
서울,강서구,2025-08,273536
서울,강서구,2025-09,273397
서울,강서구,2025-10,273372
서울,강서구,2025-11,273430
서울,강서구,2025-12,273604
서울,강서구,2026-01,273800
서울,강서구,2026-02,273891
서울,강서구,2026-03,274207
서울,강서구,2026-04,274405
서울,강서구,2026-05,274529
서울,강서구,2026-06,274577
서울,강서구,2026-07,274725
서울,강서구,2026-08,274703
서울,관악구,2011-01,247874
서울,관악구,2011-02,248339
서울,관악구,2011-03,248362
서울,관악구,2011-04,248171
서울,관악구,2011-05,247861
서울,관악구,2011-06,247738
서울,관악구,2011-07,247514
서울,관악구,2011-08,247507
서울,관악구,2011-09,247492
서울,관악구,2011-10,247288
서울,관악구,2011-11,247018
서울,관악구,2011-12,246979
서울,관악구,2012-01,247072
서울,관악구,2012-02,247587
서울,관악구,2012-03,247840
서울,관악구,2012-04,247762
서울,관악구,2012-05,247833
서울,관악구,2012-06,247888
서울,관악구,2012-07,247896
서울,관악구,2012-08,248044
서울,관악구,2012-09,247998
서울,관악구,2012-10,247777
서울,관악구,2012-11,247665
서울,관악구,2012-12,247598
서울,관악구,2013-01,247758
서울,관악구,2013-02,248142
서울,관악구,2013-03,248691
서울,관악구,2013-04,248688
서울,관악구,2013-05,248687
서울,관악구,2013-06,248529
서울,관악구,2013-07,248556
서울,관악구,2013-08,248644
서울,관악구,2013-09,248600
서울,관악구,2013-10,248512
서울,관악구,2013-11,248285
서울,관악구,2013-12,248006
서울,관악구,2014-01,248044
서울,관악구,2014-02,248660
서울,관악구,2014-03,248998
서울,관악구,2014-04,249120
서울,관악구,2014-05,249096
서울,관악구,2014-06,249004
서울,관악구,2014-07,248776
서울,관악구,2014-08,248650
서울,관악구,2014-09,248633
서울,관악구,2014-10,248501
서울,관악구,2014-11,248249
서울,관악구,2014-12,248180
서울,관악구,2015-01,248583
서울,관악구,2015-02,249253
서울,관악구,2015-03,249748
서울,관악구,2015-04,249777
서울,관악구,2015-05,249606
서울,관악구,2015-06,249481
서울,관악구,2015-07,249381
서울,관악구,2015-08,249429
서울,관악구,2015-09,249449
서울,관악구,2015-10,249410
서울,관악구,2015-11,249162
서울,관악구,2015-12,249191
서울,관악구,2016-01,249752
서울,관악구,2016-02,250576
서울,관악구,2016-03,251124
서울,관악구,2016-04,251398
서울,관악구,2016-05,251652
서울,관악구,2016-06,251736
서울,관악구,2016-07,251871
서울,관악구,2016-08,251960
서울,관악구,2016-09,251948
서울,관악구,2016-10,251957
서울,관악구,2016-11,251919
서울,관악구,2016-12,251955
서울,관악구,2017-01,252415
서울,관악구,2017-02,253313
서울,관악구,2017-03,253826
서울,관악구,2017-04,253872
서울,관악구,2017-05,254121
서울,관악구,2017-06,254395
서울,관악구,2017-07,254549
서울,관악구,2017-08,254910
서울,관악구,2017-09,254964
서울,관악구,2017-10,255033
서울,관악구,2017-11,255054
서울,관악구,2017-12,255352
서울,관악구,2018-01,256311
서울,관악구,2018-02,257333
서울,관악구,2018-03,258536
서울,관악구,2018-04,259081
서울,관악구,2018-05,259328
서울,관악구,2018-06,259681
서울,관악구,2018-07,260090
서울,관악구,2018-08,260777
서울,관악구,2018-09,261401
서울,관악구,2018-10,261801
서울,관악구,2018-11,261802
서울,관악구,2018-12,262222
서울,관악구,2019-01,263109
서울,관악구,2019-02,264514
서울,관악구,2019-03,265360
서울,관악구,2019-04,265724
서울,관악구,2019-05,266389
서울,관악구,2019-06,266692
서울,관악구,2019-07,267243
서울,관악구,2019-08,267876
서울,관악구,2019-09,268226
서울,관악구,2019-10,268109
서울,관악구,2019-11,268218
서울,관악구,2019-12,268559
서울,관악구,2020-01,269072
서울,관악구,2020-02,269964
서울,관악구,2020-03,270760
서울,관악구,2020-04,271313
서울,관악구,2020-05,272524
서울,관악구,2020-06,273715
서울,관악구,2020-07,274381
서울,관악구,2020-08,275016
서울,관악구,2020-09,275248
서울,관악구,2020-10,274869
서울,관악구,2020-11,274841
서울,관악구,2020-12,274811
서울,관악구,2021-01,274910
서울,관악구,2021-02,275301
서울,관악구,2021-03,273736
서울,관악구,2021-04,273751
서울,관악구,2021-05,274141
서울,관악구,2021-06,274565
서울,관악구,2021-07,274975
서울,관악구,2021-08,275732
서울,관악구,2021-09,276182
서울,관악구,2021-10,276315
서울,관악구,2021-11,276400
서울,관악구,2021-12,276597
서울,관악구,2022-01,277135
서울,관악구,2022-02,278497
서울,관악구,2022-03,279353
서울,관악구,2022-04,279822
서울,관악구,2022-05,280657
서울,관악구,2022-06,281423
서울,관악구,2022-07,282141
서울,관악구,2022-08,283092
서울,관악구,2022-09,282806
서울,관악구,2022-10,283378
서울,관악구,2022-11,283538
서울,관악구,2022-12,283623
서울,관악구,2023-01,284025
서울,관악구,2023-02,285206
서울,관악구,2023-03,285914
서울,관악구,2023-04,286127
서울,관악구,2023-05,286538
서울,관악구,2023-06,286647
서울,관악구,2023-07,286569
서울,관악구,2023-08,286379
서울,관악구,2023-09,286045
서울,관악구,2023-10,285450
서울,관악구,2023-11,284786
서울,관악구,2023-12,284578
서울,관악구,2024-01,284877
서울,관악구,2024-02,285607
서울,관악구,2024-03,286257
서울,관악구,2024-04,286396
서울,관악구,2024-05,286401
서울,관악구,2024-06,286338
서울,관악구,2024-07,286403
서울,관악구,2024-08,286408
서울,관악구,2024-09,286376
서울,관악구,2024-10,286029
서울,관악구,2024-11,285766
서울,관악구,2024-12,285963
서울,관악구,2025-01,286279
서울,관악구,2025-02,287620
서울,관악구,2025-03,288132
서울,관악구,2025-04,288305
서울,관악구,2025-05,288372
서울,관악구,2025-06,288722
서울,관악구,2025-07,288846
서울,관악구,2025-08,288915
서울,관악구,2025-09,288964
서울,관악구,2025-10,288753
서울,관악구,2025-11,288666
서울,관악구,2025-12,288778
서울,관악구,2026-01,289153
서울,관악구,2026-02,290146
서울,관악구,2026-03,290923
서울,관악구,2026-04,291079
서울,관악구,2026-05,291341
서울,관악구,2026-06,291311
서울,관악구,2026-07,291318
서울,관악구,2026-08,291443
서울,광진구,2011-01,159671
서울,광진구,2011-02,159706
서울,광진구,2011-03,159580
서울,광진구,2011-04,159447
서울,광진구,2011-05,159263
서울,광진구,2011-06,159091
서울,광진구,2011-07,158935
서울,광진구,2011-08,158723
서울,광진구,2011-09,158655
서울,광진구,2011-10,158623
서울,광진구,2011-11,158597
서울,광진구,2011-12,158472
서울,광진구,2012-01,158433
서울,광진구,2012-02,158520
서울,광진구,2012-03,158486
서울,광진구,2012-04,158458
서울,광진구,2012-05,158483
서울,광진구,2012-06,158447
서울,광진구,2012-07,158590
서울,광진구,2012-08,158696
서울,광진구,2012-09,158750
서울,광진구,2012-10,158620
서울,광진구,2012-11,158542
서울,광진구,2012-12,158534
서울,광진구,2013-01,158699
서울,광진구,2013-02,158913
서울,광진구,2013-03,158987
서울,광진구,2013-04,158995
서울,광진구,2013-05,159013
서울,광진구,2013-06,159077
서울,광진구,2013-07,159059
서울,광진구,2013-08,159088
서울,광진구,2013-09,159246
서울,광진구,2013-10,159221
서울,광진구,2013-11,159244
서울,광진구,2013-12,159173
서울,광진구,2014-01,159162
서울,광진구,2014-02,159516
서울,광진구,2014-03,159650
서울,광진구,2014-04,159622
서울,광진구,2014-05,159462
서울,광진구,2014-06,159338
서울,광진구,2014-07,159207
서울,광진구,2014-08,159120
서울,광진구,2014-09,159025
서울,광진구,2014-10,158778
서울,광진구,2014-11,158588
서울,광진구,2014-12,158524
서울,광진구,2015-01,158608
서울,광진구,2015-02,158903
서울,광진구,2015-03,159056
서울,광진구,2015-04,159057
서울,광진구,2015-05,158926
서울,광진구,2015-06,158769
서울,광진구,2015-07,158706
서울,광진구,2015-08,158563
서울,광진구,2015-09,158544
서울,광진구,2015-10,158528
서울,광진구,2015-11,158440
서울,광진구,2015-12,158353
서울,광진구,2016-01,158295
서울,광진구,2016-02,158519
서울,광진구,2016-03,158593
서울,광진구,2016-04,158542
서울,광진구,2016-05,158388
서울,광진구,2016-06,158454
서울,광진구,2016-07,158526
서울,광진구,2016-08,158560
서울,광진구,2016-09,158554
서울,광진구,2016-10,158467
서울,광진구,2016-11,158449
서울,광진구,2016-12,158390
서울,광진구,2017-01,158504
서울,광진구,2017-02,158861
서울,광진구,2017-03,158960
서울,광진구,2017-04,159008
서울,광진구,2017-05,159157
서울,광진구,2017-06,159375
서울,광진구,2017-07,159585
서울,광진구,2017-08,159965
서울,광진구,2017-09,160085
서울,광진구,2017-10,160230
서울,광진구,2017-11,160539
서울,광진구,2017-12,160798
서울,광진구,2018-01,161143
서울,광진구,2018-02,161397
서울,광진구,2018-03,161407
서울,광진구,2018-04,161415
서울,광진구,2018-05,161369
서울,광진구,2018-06,161294
서울,광진구,2018-07,161293
서울,광진구,2018-08,161556
서울,광진구,2018-09,161714
서울,광진구,2018-10,162069
서울,광진구,2018-11,162398
서울,광진구,2018-12,162606
서울,광진구,2019-01,162846
서울,광진구,2019-02,163293
서울,광진구,2019-03,163460
서울,광진구,2019-04,163578
서울,광진구,2019-05,163862
서울,광진구,2019-06,163914
서울,광진구,2019-07,163880
서울,광진구,2019-08,164082
서울,광진구,2019-09,164173
서울,광진구,2019-10,164232
서울,광진구,2019-11,164258
서울,광진구,2019-12,164428
서울,광진구,2020-01,164730
서울,광진구,2020-02,165100
서울,광진구,2020-03,165287
서울,광진구,2020-04,165579
서울,광진구,2020-05,166014
서울,광진구,2020-06,166307
서울,광진구,2020-07,166520
서울,광진구,2020-08,166703
서울,광진구,2020-09,166857
서울,광진구,2020-10,166944
서울,광진구,2020-11,167173
서울,광진구,2020-12,167427
서울,광진구,2021-01,167561
서울,광진구,2021-02,167677
서울,광진구,2021-03,166638
서울,광진구,2021-04,166666
서울,광진구,2021-05,166866
서울,광진구,2021-06,166957
서울,광진구,2021-07,167057
서울,광진구,2021-08,167233
서울,광진구,2021-09,167438
서울,광진구,2021-10,167559
서울,광진구,2021-11,167661
서울,광진구,2021-12,167949
서울,광진구,2022-01,168238
서울,광진구,2022-02,168975
서울,광진구,2022-03,169483
서울,광진구,2022-04,169638
서울,광진구,2022-05,169769
서울,광진구,2022-06,169856
서울,광진구,2022-07,169985
서울,광진구,2022-08,170014
서울,광진구,2022-09,169338
서울,광진구,2022-10,169382
서울,광진구,2022-11,169376
서울,광진구,2022-12,169291
서울,광진구,2023-01,169416
서울,광진구,2023-02,169648
서울,광진구,2023-03,169787
서울,광진구,2023-04,169725
서울,광진구,2023-05,169950
서울,광진구,2023-06,169857
서울,광진구,2023-07,169935
서울,광진구,2023-08,170210
서울,광진구,2023-09,170388
서울,광진구,2023-10,170271
서울,광진구,2023-11,170152
서울,광진구,2023-12,170077
서울,광진구,2024-01,170093
서울,광진구,2024-02,170409
서울,광진구,2024-03,170557
서울,광진구,2024-04,170588
서울,광진구,2024-05,170508
서울,광진구,2024-06,170469
서울,광진구,2024-07,170439
서울,광진구,2024-08,170449
서울,광진구,2024-09,170383
서울,광진구,2024-10,170233
서울,광진구,2024-11,170110
서울,광진구,2024-12,169931
서울,광진구,2025-01,169878
서울,광진구,2025-02,170185
서울,광진구,2025-03,170639
서울,광진구,2025-04,170972
서울,광진구,2025-05,171296
서울,광진구,2025-06,171520
서울,광진구,2025-07,171464
서울,광진구,2025-08,171399
서울,광진구,2025-09,171265
서울,광진구,2025-10,171205
서울,광진구,2025-11,171105
서울,광진구,2025-12,171133
서울,광진구,2026-01,171161
서울,광진구,2026-02,171518
서울,광진구,2026-03,171849
서울,광진구,2026-04,171957
서울,광진구,2026-05,172149
서울,광진구,2026-06,172165
서울,광진구,2026-07,172185
서울,광진구,2026-08,172318
서울,구로구,2011-01,170096
서울,구로구,2011-02,169994
서울,구로구,2011-03,169826
서울,구로구,2011-04,169689
서울,구로구,2011-05,169414
서울,구로구,2011-06,169295
서울,구로구,2011-07,169397
서울,구로구,2011-08,169726
서울,구로구,2011-09,169945
서울,구로구,2011-10,170404
서울,구로구,2011-11,170828
서울,구로구,2011-12,171064
서울,구로구,2012-01,171241
서울,구로구,2012-02,171520
서울,구로구,2012-03,171552
서울,구로구,2012-04,171604
서울,구로구,2012-05,171637
서울,구로구,2012-06,171524
서울,구로구,2012-07,171504
서울,구로구,2012-08,171504
서울,구로구,2012-09,171476
서울,구로구,2012-10,171509
서울,구로구,2012-11,171560
서울,구로구,2012-12,171498
서울,구로구,2013-01,171653
서울,구로구,2013-02,171711
서울,구로구,2013-03,171789
서울,구로구,2013-04,171772
서울,구로구,2013-05,171749
서울,구로구,2013-06,171677
서울,구로구,2013-07,171665
서울,구로구,2013-08,171577
서울,구로구,2013-09,171514
서울,구로구,2013-10,171529
서울,구로구,2013-11,171533
서울,구로구,2013-12,171419
서울,구로구,2014-01,171506
서울,구로구,2014-02,172003
서울,구로구,2014-03,172409
서울,구로구,2014-04,172628
서울,구로구,2014-05,172589
서울,구로구,2014-06,172758
서울,구로구,2014-07,172851
서울,구로구,2014-08,172888
서울,구로구,2014-09,172970
서울,구로구,2014-10,172764
서울,구로구,2014-11,172702
서울,구로구,2014-12,172594
서울,구로구,2015-01,172605
서울,구로구,2015-02,172777
서울,구로구,2015-03,173040
서울,구로구,2015-04,172985
서울,구로구,2015-05,172880
서울,구로구,2015-06,172797
서울,구로구,2015-07,172655
서울,구로구,2015-08,172537
서울,구로구,2015-09,172448
서울,구로구,2015-10,172413
서울,구로구,2015-11,172354
서울,구로구,2015-12,172321
서울,구로구,2016-01,172475
서울,구로구,2016-02,172773
서울,구로구,2016-03,172837
서울,구로구,2016-04,172793
서울,구로구,2016-05,172910
서울,구로구,2016-06,172927
서울,구로구,2016-07,172819
서울,구로구,2016-08,172591
서울,구로구,2016-09,172473
서울,구로구,2016-10,172395
서울,구로구,2016-11,172298
서울,구로구,2016-12,172220
서울,구로구,2017-01,172241
서울,구로구,2017-02,172374
서울,구로구,2017-03,172272
서울,구로구,2017-04,172244
서울,구로구,2017-05,172124
서울,구로구,2017-06,172050
서울,구로구,2017-07,172121
서울,구로구,2017-08,171978
서울,구로구,2017-09,171861
서울,구로구,2017-10,171776
서울,구로구,2017-11,171684
서울,구로구,2017-12,171570
서울,구로구,2018-01,171468
서울,구로구,2018-02,171426
서울,구로구,2018-03,171751
서울,구로구,2018-04,171852
서울,구로구,2018-05,171848
서울,구로구,2018-06,171882
서울,구로구,2018-07,171827
서울,구로구,2018-08,171914
서울,구로구,2018-09,172121
서울,구로구,2018-10,172274
서울,구로구,2018-11,172363
서울,구로구,2018-12,172457
서울,구로구,2019-01,172639
서울,구로구,2019-02,172835
서울,구로구,2019-03,173585
서울,구로구,2019-04,174159
서울,구로구,2019-05,174302
서울,구로구,2019-06,174505
서울,구로구,2019-07,174918
서울,구로구,2019-08,175421
서울,구로구,2019-09,175844
서울,구로구,2019-10,176105
서울,구로구,2019-11,176437
서울,구로구,2019-12,176568
서울,구로구,2020-01,176820
서울,구로구,2020-02,177120
서울,구로구,2020-03,177275
서울,구로구,2020-04,177432
서울,구로구,2020-05,177848
서울,구로구,2020-06,178367
서울,구로구,2020-07,178821
서울,구로구,2020-08,179392
서울,구로구,2020-09,179792
서울,구로구,2020-10,180012
서울,구로구,2020-11,180306
서울,구로구,2020-12,180531
서울,구로구,2021-01,180620
서울,구로구,2021-02,180861
서울,구로구,2021-03,180027
서울,구로구,2021-04,180042
서울,구로구,2021-05,180196
서울,구로구,2021-06,180258
서울,구로구,2021-07,180324
서울,구로구,2021-08,180322
서울,구로구,2021-09,180424
서울,구로구,2021-10,180541
서울,구로구,2021-11,180726
서울,구로구,2021-12,180929
서울,구로구,2022-01,181240
서울,구로구,2022-02,181612
서울,구로구,2022-03,181916
서울,구로구,2022-04,181966
서울,구로구,2022-05,182113
서울,구로구,2022-06,182172
서울,구로구,2022-07,182427
서울,구로구,2022-08,182464
서울,구로구,2022-09,181950
서울,구로구,2022-10,182789
서울,구로구,2022-11,183210
서울,구로구,2022-12,183655
서울,구로구,2023-01,183910
서울,구로구,2023-02,184142
서울,구로구,2023-03,184268
서울,구로구,2023-04,184388
서울,구로구,2023-05,184498
서울,구로구,2023-06,184546
서울,구로구,2023-07,184616
서울,구로구,2023-08,184484
서울,구로구,2023-09,184467
서울,구로구,2023-10,184272
서울,구로구,2023-11,184188
서울,구로구,2023-12,184096
서울,구로구,2024-01,184161
서울,구로구,2024-02,184226
서울,구로구,2024-03,184333
서울,구로구,2024-04,184234
서울,구로구,2024-05,184156
서울,구로구,2024-06,184097
서울,구로구,2024-07,184076
서울,구로구,2024-08,184064
서울,구로구,2024-09,184161
서울,구로구,2024-10,183958
서울,구로구,2024-11,183917
서울,구로구,2024-12,183891
서울,구로구,2025-01,183840
서울,구로구,2025-02,183935
서울,구로구,2025-03,183970
서울,구로구,2025-04,184093
서울,구로구,2025-05,184141
서울,구로구,2025-06,184446
서울,구로구,2025-07,184522
서울,구로구,2025-08,184557
서울,구로구,2025-09,184587
서울,구로구,2025-10,184528
서울,구로구,2025-11,184420
서울,구로구,2025-12,184270
서울,구로구,2026-01,184274
서울,구로구,2026-02,184378
서울,구로구,2026-03,184675
서울,구로구,2026-04,184873
서울,구로구,2026-05,185028
서울,구로구,2026-06,185143
서울,구로구,2026-07,185254
서울,구로구,2026-08,185341
서울,금천구,2011-01,103377
서울,금천구,2011-02,103442
서울,금천구,2011-03,103506
서울,금천구,2011-04,103530
서울,금천구,2011-05,103377
서울,금천구,2011-06,103315
서울,금천구,2011-07,103171
서울,금천구,2011-08,103119
서울,금천구,2011-09,103054
서울,금천구,2011-10,103219
서울,금천구,2011-11,103414
서울,금천구,2011-12,103600
서울,금천구,2012-01,103709
서울,금천구,2012-02,103962
서울,금천구,2012-03,104102
서울,금천구,2012-04,104149
서울,금천구,2012-05,104201
서울,금천구,2012-06,104270
서울,금천구,2012-07,104291
서울,금천구,2012-08,104277
서울,금천구,2012-09,104312
서울,금천구,2012-10,104336
서울,금천구,2012-11,104356
서울,금천구,2012-12,104357
서울,금천구,2013-01,104478
서울,금천구,2013-02,104352
서울,금천구,2013-03,104333
서울,금천구,2013-04,104396
서울,금천구,2013-05,104351
서울,금천구,2013-06,104278
서울,금천구,2013-07,104253
서울,금천구,2013-08,104229
서울,금천구,2013-09,104196
서울,금천구,2013-10,104304
서울,금천구,2013-11,104264
서울,금천구,2013-12,104179
서울,금천구,2014-01,104167
서울,금천구,2014-02,104228
서울,금천구,2014-03,104220
서울,금천구,2014-04,104103
서울,금천구,2014-05,104073
서울,금천구,2014-06,103957
서울,금천구,2014-07,103945
서울,금천구,2014-08,103874
서울,금천구,2014-09,103891
서울,금천구,2014-10,103915
서울,금천구,2014-11,103907
서울,금천구,2014-12,103940
서울,금천구,2015-01,104053
서울,금천구,2015-02,104153
서울,금천구,2015-03,104267
서울,금천구,2015-04,104363
서울,금천구,2015-05,104307
서울,금천구,2015-06,104331
서울,금천구,2015-07,104339
서울,금천구,2015-08,104256
서울,금천구,2015-09,104148
서울,금천구,2015-10,104054
서울,금천구,2015-11,103946
서울,금천구,2015-12,103847
서울,금천구,2016-01,103909
서울,금천구,2016-02,103917
서울,금천구,2016-03,103988
서울,금천구,2016-04,104007
서울,금천구,2016-05,103996
서울,금천구,2016-06,103995
서울,금천구,2016-07,103978
서울,금천구,2016-08,103920
서울,금천구,2016-09,103876
서울,금천구,2016-10,103841
서울,금천구,2016-11,103799
서울,금천구,2016-12,104483
서울,금천구,2017-01,104855
서울,금천구,2017-02,105045
서울,금천구,2017-03,105146
서울,금천구,2017-04,105290
서울,금천구,2017-05,105484
서울,금천구,2017-06,105628
서울,금천구,2017-07,105753
서울,금천구,2017-08,105812
서울,금천구,2017-09,105862
서울,금천구,2017-10,105889
서울,금천구,2017-11,105976
서울,금천구,2017-12,106066
서울,금천구,2018-01,106262
서울,금천구,2018-02,106305
서울,금천구,2018-03,106333
서울,금천구,2018-04,106284
서울,금천구,2018-05,106325
서울,금천구,2018-06,106307
서울,금천구,2018-07,106464
서울,금천구,2018-08,106572
서울,금천구,2018-09,106774
서울,금천구,2018-10,106995
서울,금천구,2018-11,107605
서울,금천구,2018-12,107971
서울,금천구,2019-01,108327
서울,금천구,2019-02,108671
서울,금천구,2019-03,108823
서울,금천구,2019-04,109264
서울,금천구,2019-05,109589
서울,금천구,2019-06,109708
서울,금천구,2019-07,109849
서울,금천구,2019-08,109938
서울,금천구,2019-09,110072
서울,금천구,2019-10,110164
서울,금천구,2019-11,110339
서울,금천구,2019-12,110622
서울,금천구,2020-01,111000
서울,금천구,2020-02,111287
서울,금천구,2020-03,111542
서울,금천구,2020-04,111787
서울,금천구,2020-05,112244
서울,금천구,2020-06,112570
서울,금천구,2020-07,112734
서울,금천구,2020-08,113347
서울,금천구,2020-09,113887
서울,금천구,2020-10,114183
서울,금천구,2020-11,114442
서울,금천구,2020-12,114715
서울,금천구,2021-01,114955
서울,금천구,2021-02,115161
서울,금천구,2021-03,114402
서울,금천구,2021-04,114538
서울,금천구,2021-05,114949
서울,금천구,2021-06,115358
서울,금천구,2021-07,115910
서울,금천구,2021-08,116308
서울,금천구,2021-09,116545
서울,금천구,2021-10,116935
서울,금천구,2021-11,117326
서울,금천구,2021-12,117595
서울,금천구,2022-01,117935
서울,금천구,2022-02,118271
서울,금천구,2022-03,118697
서울,금천구,2022-04,118977
서울,금천구,2022-05,119315
서울,금천구,2022-06,119627
서울,금천구,2022-07,119809
서울,금천구,2022-08,119913
서울,금천구,2022-09,119587
서울,금천구,2022-10,119572
서울,금천구,2022-11,119561
서울,금천구,2022-12,119583
서울,금천구,2023-01,119672
서울,금천구,2023-02,119830
서울,금천구,2023-03,120051
서울,금천구,2023-04,120274
서울,금천구,2023-05,120423
서울,금천구,2023-06,120578
서울,금천구,2023-07,120628
서울,금천구,2023-08,120696
서울,금천구,2023-09,120650
서울,금천구,2023-10,120555
서울,금천구,2023-11,120312
서울,금천구,2023-12,120381
서울,금천구,2024-01,120610
서울,금천구,2024-02,120822
서울,금천구,2024-03,120985
서울,금천구,2024-04,121117
서울,금천구,2024-05,121188
서울,금천구,2024-06,121223
서울,금천구,2024-07,121238
서울,금천구,2024-08,121251
서울,금천구,2024-09,121224
서울,금천구,2024-10,121168
서울,금천구,2024-11,121056
서울,금천구,2024-12,121075
서울,금천구,2025-01,121026
서울,금천구,2025-02,121060
서울,금천구,2025-03,121136
서울,금천구,2025-04,121263
서울,금천구,2025-05,121318
서울,금천구,2025-06,121363
서울,금천구,2025-07,121333
서울,금천구,2025-08,121303
서울,금천구,2025-09,121441
서울,금천구,2025-10,121554
서울,금천구,2025-11,121577
서울,금천구,2025-12,121572
서울,금천구,2026-01,121513
서울,금천구,2026-02,121591
서울,금천구,2026-03,121723
서울,금천구,2026-04,121882
서울,금천구,2026-05,121982
서울,금천구,2026-06,122059
서울,금천구,2026-07,122157
서울,금천구,2026-08,122242
서울,노원구,2011-01,227678
서울,노원구,2011-02,227497
서울,노원구,2011-03,226913
서울,노원구,2011-04,226546
서울,노원구,2011-05,226258
서울,노원구,2011-06,225975
서울,노원구,2011-07,225730
서울,노원구,2011-08,225893
서울,노원구,2011-09,225844
서울,노원구,2011-10,225767
서울,노원구,2011-11,225457
서울,노원구,2011-12,225104
서울,노원구,2012-01,225085
서울,노원구,2012-02,225137
서울,노원구,2012-03,224647
서울,노원구,2012-04,224464
